Id,SoilPh,RelativeHumidity,SoilTemperature,Crop
1885,5.8,66,23,Rice
1886,6.3,65,23,Rice
1887,6.1,74,21,Rice
1888,5.7,71,24,Rice
1889,5.8,62,23,Rice
1890,5.9,78,21,Rice
1891,6,62,25,Rice
1892,6.1,77,25,Rice
1893,6.3,65,25,Rice
1894,5.7,80,27,Rice
1895,5.9,61,22,Rice
1896,6.3,71,24,Rice
1897,6,74,26,Rice
1898,5.9,74,24,Rice
1899,6.3,68,26,Rice
1900,6,79,24,Rice
1901,5.6,64,23,Rice
1902,6.1,68,27,Rice
1903,5.9,75,20,Rice
1904,6.3,66,22,Rice
1905,5.7,69,25,Rice
1906,6.4,66,24,Rice
1907,5.7,68,23,Rice
1908,6.4,74,24,Rice
1909,6,80,23,Rice
1910,5.8,76,24,Rice
1911,6.1,69,20,Rice
1912,6.1,74,26,Rice
1913,5.7,72,22,Rice
1914,6.2,72,26,Rice
1915,5.7,79,22,Rice
1916,5.6,68,27,Rice
1917,6,68,22,Rice
1918,5.7,67,22,Rice
1919,5.5,63,25,Rice
1920,5.6,60,26,Rice
1921,5.9,68,27,Rice
1922,5.6,77,27,Rice
1923,6.1,63,24,Rice
1924,6.4,75,27,Rice
1925,6.3,63,26,Rice
1926,6.1,74,21,Rice
1927,5.6,75,24,Rice
1928,5.9,77,20,Rice
1929,5.7,68,23,Rice
1930,6.1,74,22,Rice
1931,6.2,70,23,Rice
1932,6.2,73,26,Rice
1933,5.7,74,20,Rice
1934,6.5,62,25,Rice
1935,5.9,78,22,Rice
1936,6.3,67,23,Rice
1937,5.7,70,21,Rice
1938,6.1,68,21,Rice
1939,6.4,79,22,Rice
1940,5.7,61,21,Rice
1941,6.5,61,24,Rice
1942,6.2,72,27,Rice
1943,5.5,71,25,Rice
1944,5.9,67,26,Rice
1945,5.7,62,22,Rice
1946,6.3,60,24,Rice
1947,6.4,67,24,Rice
1948,6.4,70,27,Rice
1949,5.6,67,26,Rice
1950,6,74,26,Rice
1951,6.4,64,20,Rice
1952,6.4,62,23,Rice
1953,6.5,69,25,Rice
1954,6.2,68,21,Rice
1955,6.4,62,26,Rice
1956,5.9,66,26,Rice
1957,5.6,72,22,Rice
1958,6.3,76,27,Rice
1959,5.5,77,20,Rice
1960,6.5,65,23,Rice
1961,5.8,76,25,Rice
1962,6.4,70,26,Rice
1963,6.4,73,21,Rice
1964,6,66,22,Rice
1965,6.1,78,22,Rice
1966,5.8,64,24,Rice
1967,5.7,79,26,Rice
1968,6,69,24,Rice
1969,6.2,60,26,Rice
1970,6.1,64,23,Rice
1971,6.2,69,23,Rice
1972,6.5,67,25,Rice
1973,5.9,71,23,Rice
1974,6,70,24,Rice
1975,5.8,75,27,Rice
1976,5.8,79,25,Rice
1977,6.1,65,21,Rice
1978,5.7,63,22,Rice
1979,6.4,60,22,Rice
1980,6,80,26,Rice
1981,6.4,72,26,Rice
1982,6.3,61,23,Rice
1983,6.1,65,24,Rice
1984,6.1,72,24,Rice
1985,5.5,69,22,Rice
1986,5.6,61,22,Rice
1987,6.4,79,24,Rice
1988,6.2,65,24,Rice
1989,6.3,66,22,Rice
1990,6.5,78,20,Rice
1991,5.8,78,22,Rice
1992,5.9,75,25,Rice
1993,6.2,64,26,Rice
1994,5.9,61,21,Rice
1995,5.7,65,22,Rice
1996,6.1,70,26,Rice
1997,6.5,75,26,Rice
1998,6.2,63,23,Rice
1999,6.1,72,24,Rice
2000,5.8,70,22,Rice
2001,7.4,22,17,Beans
2002,6.5,23,14,Beans
2003,6.5,24,18,Beans
2004,6.5,22,18,Beans
2005,6.8,24,17,Beans
2006,7.4,23,14,Beans
2007,6.7,24,15,Beans
2008,6.3,22,13,Beans
2009,6.8,24,17,Beans
2010,7,25,13,Beans
2011,7,24,11,Beans
2012,7,24,16,Beans
2013,6.8,25,17,Beans
2014,6.3,23,12,Beans
2015,6.4,25,13,Beans
2016,7.1,25,20,Beans
2017,7.1,22,13,Beans
2018,7.4,23,20,Beans
2019,7.3,22,11,Beans
2020,6.4,24,15,Beans
2021,7.3,24,12,Beans
2022,6.7,23,18,Beans
2023,6.5,23,13,Beans
2024,6.1,24,21,Beans
2025,7.3,24,11,Beans
2026,6.6,25,13,Beans
2027,6.1,23,14,Beans
2028,6.5,25,14,Beans
2029,6.5,24,17,Beans
2030,6,25,18,Beans
2031,6.1,22,20,Beans
2032,6.4,23,12,Beans
2033,7.1,24,19,Beans
2034,7,25,18,Beans
2035,6.5,23,16,Beans
2036,6.7,22,11,Beans
2037,6.4,24,14,Beans
2038,6,22,12,Beans
2039,7.3,24,12,Beans
2040,6.2,25,19,Beans
2041,6.8,23,20,Beans
2042,6.2,23,18,Beans
2043,6.7,24,20,Beans
2044,6,24,12,Beans
2045,6.6,24,16,Beans
2046,7.3,22,15,Beans
2047,6.5,23,11,Beans
2048,6.7,23,13,Beans
2049,6.6,23,17,Beans
2050,7.4,25,14,Beans
2051,7.4,25,18,Beans
2052,6.6,24,12,Beans
2053,6.5,23,21,Beans
2054,7.5,22,21,Beans
2055,7.1,22,15,Beans
2056,6.3,24,17,Beans
2057,7,25,20,Beans
2058,6.3,24,20,Beans
2059,7,25,20,Beans
2060,6.8,24,12,Beans
2061,6.3,24,16,Beans
2062,6.3,23,12,Beans
2063,7.1,25,17,Beans
2064,6.5,24,13,Beans
2065,7.2,23,14,Beans
2066,7.2,22,19,Beans
2067,6.2,25,15,Beans
2068,6.3,24,11,Beans
2069,6.1,23,21,Beans
2070,7.3,24,17,Beans
2071,6.8,23,12,Beans
2072,6.6,23,19,Beans
2073,6.7,24,21,Beans
2074,6.4,24,10,Beans
2075,7,24,17,Beans
2076,7.2,24,14,Beans
2077,6.2,24,10,Beans
2078,6.9,23,12,Beans
2079,7.2,24,18,Beans
2080,7.1,24,13,Beans
2081,7,25,16,Beans
2082,7.1,23,15,Beans
2083,6.6,24,18,Beans
2084,6.1,23,14,Beans
2085,7.3,24,11,Beans
2086,7.5,23,15,Beans
2087,6.9,25,10,Beans
2088,7.5,24,17,Beans
2089,6.2,23,20,Beans
2090,6.3,25,14,Beans
2091,6.2,24,20,Beans
2092,7.3,25,14,Beans
2093,6.9,24,13,Beans
2094,6.4,23,10,Beans
2095,6.2,23,17,Beans
2096,6.1,23,14,Beans
2097,6.6,24,14,Beans
2098,7.2,23,18,Beans
2099,6.9,24,14,Beans
2100,6.7,23,16,Beans
2101,6.1,24,16,Beans
2102,7,24,13,Beans
2103,6.6,22,15,Beans
2104,6.4,25,19,Beans
2105,6.5,25,13,Beans
2106,6.8,23,19,Beans
2107,6.4,24,16,Beans
2108,6.8,23,15,Beans
2109,6.3,24,15,Beans
2110,6.6,23,12,Beans
2111,7.4,23,14,Beans
2112,7.3,22,15,Beans
2113,6.6,22,11,Beans
2114,7.2,24,17,Beans
2115,6.3,24,13,Beans
2116,7.1,25,17,Beans
2117,7.1,22,21,Beans
2118,6.7,23,16,Beans
2119,6.8,23,12,Beans
2120,6.7,24,17,Beans
2121,6.2,22,20,Beans
2122,6.3,23,18,Beans
2123,7.1,24,19,Beans
2124,7.3,22,18,Beans
2125,6.5,24,13,Beans
2126,6.3,22,11,Beans
2127,6.2,24,12,Beans
2128,7.2,24,16,Beans
2129,7.4,25,20,Beans
2130,7.2,23,18,Beans
2131,6.2,22,16,Beans
2132,6.3,24,16,Beans
2133,6.6,25,14,Beans
2134,6.7,25,13,Beans
2135,6.8,24,11,Beans
2136,6.6,23,20,Beans
2137,6.4,25,11,Beans
2138,6.8,22,13,Beans
2139,6.1,24,16,Beans
2140,6.8,22,17,Beans
2141,7,23,12,Beans
2142,6.5,24,15,Beans
2143,7.5,22,15,Beans
2144,6.7,25,13,Beans
2145,7.5,23,15,Beans
2146,6.4,24,21,Beans
2147,6.5,25,19,Beans
2148,7.3,23,17,Beans
2149,6,23,14,Beans
2150,6.1,24,16,Beans
2151,6.4,23,13,Beans
2152,7.4,24,10,Beans
2153,6.9,23,17,Beans
2154,7,25,14,Beans
2155,6,25,18,Beans
2156,6.9,24,19,Beans
2157,6.2,25,15,Beans
2158,7.4,25,14,Beans
2159,6.1,24,21,Beans
2160,7.1,25,16,Beans
2161,6.7,23,18,Beans
2162,6.4,23,11,Beans
2163,7.3,25,11,Beans
2164,7.4,25,19,Beans
2165,6.9,22,18,Beans
2166,6.2,22,14,Beans
2167,6.7,24,12,Beans
2168,7,24,15,Beans
2169,7.5,24,20,Beans
2170,7.1,24,18,Beans
2171,6.4,24,10,Beans
2172,7.1,25,11,Beans
2173,6.9,25,11,Beans
2174,7.3,24,18,Beans
2175,6.5,24,15,Beans
2176,6.4,23,17,Beans
2177,7.5,23,19,Beans
2178,6.5,23,17,Beans
2179,7.4,23,21,Beans
2180,6.5,25,14,Beans
2181,6.3,24,16,Beans
2182,7.2,23,12,Beans
2183,6,23,17,Beans
2184,6.8,23,16,Beans
2185,6.1,24,14,Beans
2186,6.3,25,18,Beans
2187,7.4,25,17,Beans
2188,6.8,24,21,Beans
2189,7.4,25,15,Beans
2190,6.1,23,17,Beans
2191,6.7,23,16,Beans
2192,6.7,24,12,Beans
2193,6.7,24,20,Beans
2194,6,25,21,Beans
2195,6.5,22,20,Beans
2196,7.3,23,19,Beans
2197,6.3,25,11,Beans
2198,6.8,23,13,Beans
2199,7.3,23,14,Beans
2200,6.2,24,17,Beans
2201,6.1,24,21,Beans
2202,6.8,23,17,Beans
2203,6.4,22,15,Beans
2204,6.5,22,12,Beans
2205,6.6,23,12,Beans
2206,6,22,14,Beans
2207,6.2,25,10,Beans
2208,7,25,12,Beans
2209,6.5,23,13,Beans
2210,6.5,23,21,Beans
2211,6.3,23,12,Beans
2212,7,23,21,Beans
2213,6.1,22,14,Beans
2214,6.5,23,11,Beans
2215,7.1,24,12,Beans
2216,7.2,24,18,Beans
2217,6.1,25,16,Beans
2218,7.4,25,10,Beans
2219,7.5,24,17,Beans
2220,6.5,22,17,Beans
2221,6.4,24,13,Beans
2222,7.1,24,19,Beans
2223,6.9,23,18,Beans
2224,6.4,23,12,Beans
2225,6.3,25,14,Beans
2226,7.3,22,15,Beans
2227,6.4,23,12,Beans
2228,6.1,24,11,Beans
2229,7.3,25,16,Beans
2230,7.4,24,16,Beans
2231,6,23,20,Beans
2232,6,24,11,Beans
2233,7.4,25,17,Beans
2234,6.7,23,18,Beans
2235,6.7,22,18,Beans
2236,7.5,24,13,Beans
2237,6.1,23,13,Beans
2238,7.3,22,12,Beans
2239,6.7,24,12,Beans
2240,6.5,25,14,Beans
2241,6.4,23,16,Beans
2242,7.4,24,17,Beans
2243,7.3,24,18,Beans
2244,6.5,24,16,Beans
2245,7.2,24,10,Beans
2246,7,23,11,Beans
2247,6.4,24,14,Beans
2248,6.7,23,13,Beans
2249,6.1,23,19,Beans
2250,7.3,23,20,Beans
2251,7,23,13,Beans
2252,6.4,25,17,Beans
2253,7.3,22,18,Beans
2254,6.9,24,16,Beans
2255,6.6,24,17,Beans
2256,6.5,23,15,Beans
2257,7,23,15,Beans
2258,6.3,24,16,Beans
2259,6.8,23,17,Beans
2260,6,23,12,Beans
2261,6.5,24,18,Beans
2262,7,24,20,Beans
2263,6,23,17,Beans
2264,6.1,24,18,Beans
2265,6.4,24,13,Beans
2266,6.3,23,12,Beans
2267,7.5,24,13,Beans
2268,7.4,22,16,Beans
2269,6.7,22,16,Beans
2270,6.7,23,15,Beans
2271,6.1,25,14,Beans
2272,6.9,24,16,Beans
2273,6.1,24,19,Beans
2274,7.4,25,19,Beans
2275,7.5,23,20,Beans
2276,7.1,24,13,Beans
2277,7,23,21,Beans
2278,6.3,23,19,Beans
2279,6.2,23,18,Beans
2280,7.3,24,15,Beans
2281,6.8,25,12,Beans
2282,7.3,23,19,Beans
2283,6.8,24,19,Beans
2284,6.5,24,16,Beans
2285,6.5,22,15,Beans
2286,7.3,25,10,Beans
2287,7.3,22,16,Beans
2288,6.1,24,14,Beans
2289,6.9,22,11,Beans
2290,7,25,20,Beans
2291,7.2,24,11,Beans
2292,7.1,25,15,Beans
2293,6.7,23,17,Beans
2294,6.9,22,21,Beans
2295,7.4,25,18,Beans
2296,7.3,25,20,Beans
2297,7.2,24,18,Beans
2298,6.8,22,12,Beans
2299,6.2,25,17,Beans
2300,6.9,24,21,Beans
2301,6.9,24,18,Beans
2302,7,22,14,Beans
2303,7.2,24,18,Beans
2304,6.3,25,17,Beans
2305,7,24,15,Beans
2306,7.4,25,11,Beans
2307,6.7,22,14,Beans
2308,7,22,10,Beans
2309,6.7,24,12,Beans
2310,7.4,24,15,Beans
2311,6,22,13,Beans
2312,7,22,12,Beans
2313,6.6,25,18,Beans
2314,6.8,23,14,Beans
2315,6.1,23,13,Beans
2316,7.4,23,12,Beans
2317,7.1,23,17,Beans
2318,7.1,24,11,Beans
2319,6.5,23,12,Beans
2320,6.8,23,11,Beans
2321,6.8,22,17,Beans
2322,6.4,22,14,Beans
2323,6.3,22,19,Beans
2324,6.2,23,15,Beans
2325,7.3,24,20,Beans
2326,6.7,23,15,Beans
2327,7.4,24,19,Beans
2328,6.1,25,12,Beans
2329,6.3,23,20,Beans
2330,6.7,22,13,Beans
2331,7.5,24,20,Beans
2332,7,22,13,Beans
2333,6.9,24,18,Beans
2334,7.2,25,15,Beans
2335,7,25,17,Beans
2336,6.5,23,14,Beans
2337,6.2,22,12,Beans
2338,6.9,24,16,Beans
2339,6.2,24,12,Beans
2340,6.3,24,20,Beans
2341,7.4,25,18,Beans
2342,6.6,22,21,Beans
2343,6.1,25,15,Beans
2344,6.9,24,12,Beans
2345,6.7,25,16,Beans
2346,7.1,23,11,Beans
2347,6.2,25,14,Beans
2348,6.5,22,17,Beans
2349,6.4,23,14,Beans
2350,7.5,24,13,Beans
2351,6.4,23,11,Beans
2352,6,23,13,Beans
2353,6.1,23,15,Beans
2354,6.8,25,19,Beans
2355,7.3,23,21,Beans
2356,7.5,22,15,Beans
2357,7.3,22,17,Beans
2358,7.3,24,15,Beans
2359,6.5,23,16,Beans
2360,6.7,25,12,Beans
2361,6.8,24,13,Beans
2362,6.2,24,17,Beans
2363,6.9,24,13,Beans
2364,6.9,22,21,Beans
2365,7,24,20,Beans
2366,7.5,24,16,Beans
2367,7.3,25,16,Beans
2368,7.2,25,17,Beans
2369,6.1,25,17,Beans
2370,6.4,23,17,Beans
2371,6.4,23,10,Beans
2372,6.1,22,19,Beans
2373,7,24,17,Beans
2374,6.4,24,18,Beans
2375,6.7,23,16,Beans
2376,6.7,25,12,Beans
2377,7.3,23,12,Beans
2378,6.4,23,17,Beans
2379,6.3,25,13,Beans
2380,6.2,23,17,Beans
2381,7.4,24,17,Beans
2382,6.6,22,13,Beans
2383,7.3,24,19,Beans
2384,6.6,22,13,Beans
2385,6.4,23,12,Beans
2386,6.4,25,18,Beans
2387,7.2,24,17,Beans
2388,6.4,22,19,Beans
2389,6.4,23,13,Beans
2390,6.2,25,16,Beans
2391,7.1,23,16,Beans
2392,6.5,22,11,Beans
2393,6.1,23,12,Beans
2394,6.9,24,10,Beans
2395,7.3,25,11,Beans
2396,6.1,24,18,Beans
2397,7.5,24,17,Beans
2398,6.3,23,12,Beans
2399,6.7,23,20,Beans
2400,6.8,23,12,Beans
2401,6.2,22,12,Beans
2402,6.8,22,19,Beans
2403,6.6,23,19,Beans
2404,6.5,24,16,Beans
2405,6.5,24,14,Beans
2406,6.4,24,19,Beans
2407,7.3,23,10,Beans
2408,7.3,24,11,Beans
2409,6.4,23,15,Beans
2410,7.2,22,14,Beans
2411,7.2,25,18,Beans
2412,6.2,24,14,Beans
2413,6.7,24,15,Beans
2414,7.4,22,18,Beans
2415,6.2,24,17,Beans
2416,6.5,22,18,Beans
2417,6.1,22,21,Beans
2418,6.7,23,18,Beans
2419,6.1,22,17,Beans
2420,7,23,13,Beans
2421,7.4,24,15,Beans
2422,6.6,24,10,Beans
2423,6.9,23,15,Beans
2424,7.4,24,14,Beans
2425,6.7,25,21,Beans
2426,6.4,23,11,Beans
2427,6.1,24,16,Beans
2428,6.7,22,16,Beans
2429,6.5,23,19,Beans
2430,7.3,24,19,Beans
2431,6.5,23,19,Beans
2432,7.4,23,14,Beans
2433,6.3,23,21,Beans
2434,7.4,22,12,Beans
2435,7.2,25,15,Beans
2436,6.3,23,14,Beans
2437,6.7,22,14,Beans
2438,7,24,12,Beans
2439,7.2,23,11,Beans
2440,6.8,23,15,Beans
2441,6.5,23,18,Beans
2442,7,24,12,Beans
2443,6.3,22,18,Beans
2444,6.1,22,16,Beans
2445,6.5,24,19,Beans
2446,6.8,24,17,Beans
2447,7.1,22,15,Beans
2448,6.3,25,15,Beans
2449,6.7,25,14,Beans
2450,6.5,24,21,Beans
2451,6,25,17,Beans
2452,7,23,18,Beans
2453,6.2,22,12,Beans
2454,6.2,23,13,Beans
2455,7.4,23,17,Beans
2456,6.7,22,19,Beans
2457,7.2,23,16,Beans
2458,7.4,24,17,Beans
2459,7.4,22,12,Beans
2460,6.6,24,19,Beans
2461,6.1,24,16,Beans
2462,6.9,24,11,Beans
2463,7.4,24,11,Beans
2464,6.6,25,18,Beans
2465,6.7,23,15,Beans
2466,7.3,24,10,Beans
2467,6.1,24,17,Beans
2468,6.2,24,14,Beans
2469,7.1,24,18,Beans
2470,6.3,22,14,Beans
2471,7.2,23,14,Beans
2472,6.6,23,20,Beans
2473,7.1,24,21,Beans
2474,6.8,23,16,Beans
2475,6,22,11,Beans
2476,6.1,25,15,Beans
2477,7.4,22,14,Beans
2478,7.4,23,20,Beans
2479,6.3,24,18,Beans
2480,7,24,14,Beans
2481,6.3,23,11,Beans
2482,6.1,23,14,Beans
2483,6.4,24,16,Beans
2484,7,24,10,Beans
2485,7.2,24,13,Beans
2486,6.5,23,17,Beans
2487,6.3,24,13,Beans
2488,6.4,23,11,Beans
2489,7.2,24,18,Beans
2490,6.7,25,20,Beans
2491,6.9,23,11,Beans
2492,6.5,22,19,Beans
2493,7.5,24,11,Beans
2494,6.3,24,10,Beans
2495,6.2,24,12,Beans
2496,7.3,23,16,Beans
2497,6.9,24,18,Beans
2498,6.3,24,10,Beans
2499,7.1,23,12,Beans
2500,6.9,25,17,Beans
2501,5.4,73,33,Chickpeas
2502,6.7,68,33,Chickpeas
2503,6,65,35,Chickpeas
2504,7,71,32,Chickpeas
2505,6.6,65,33,Chickpeas
2506,6.8,73,35,Chickpeas
2507,6.7,76,33,Chickpeas
2508,5.8,75,33,Chickpeas
2509,6.9,77,33,Chickpeas
2510,5.5,62,32,Chickpeas
2511,7,63,33,Chickpeas
2512,5.9,69,32,Chickpeas
2513,6.6,75,32,Chickpeas
2514,6.6,76,33,Chickpeas
2515,5.8,71,34,Chickpeas
2516,6.7,78,32,Chickpeas
2517,5.6,76,35,Chickpeas
2518,6.9,62,33,Chickpeas
2519,6.3,73,34,Chickpeas
2520,6.1,60,35,Chickpeas
2521,6.6,65,34,Chickpeas
2522,5.3,77,33,Chickpeas
2523,5.7,68,33,Chickpeas
2524,6.1,64,32,Chickpeas
2525,6.9,67,33,Chickpeas
2526,5.5,68,33,Chickpeas
2527,6.2,60,34,Chickpeas
2528,6.4,69,34,Chickpeas
2529,6.7,67,34,Chickpeas
2530,6.6,60,33,Chickpeas
2531,5.5,78,32,Chickpeas
2532,5.8,71,34,Chickpeas
2533,5.5,61,33,Chickpeas
2534,6,76,34,Chickpeas
2535,5.6,72,34,Chickpeas
2536,6.3,77,33,Chickpeas
2537,7,62,32,Chickpeas
2538,5.9,74,34,Chickpeas
2539,6.3,69,32,Chickpeas
2540,5.7,63,33,Chickpeas
2541,5.3,79,32,Chickpeas
2542,6.6,73,34,Chickpeas
2543,5.8,70,33,Chickpeas
2544,5.4,71,34,Chickpeas
2545,6.1,65,34,Chickpeas
2546,5.7,63,32,Chickpeas
2547,6.2,79,33,Chickpeas
2548,6.6,71,33,Chickpeas
2549,5.4,72,35,Chickpeas
2550,5.9,63,33,Chickpeas
2551,5.5,71,34,Chickpeas
2552,5.8,63,34,Chickpeas
2553,5.5,68,34,Chickpeas
2554,6.7,71,35,Chickpeas
2555,7,62,33,Chickpeas
2556,5.9,74,34,Chickpeas
2557,5.5,70,33,Chickpeas
2558,5.8,74,34,Chickpeas
2559,6.5,73,33,Chickpeas
2560,6.7,60,33,Chickpeas
2561,6.4,72,33,Chickpeas
2562,5.7,75,34,Chickpeas
2563,6.5,77,35,Chickpeas
2564,5.7,73,35,Chickpeas
2565,5.5,72,35,Chickpeas
2566,6.8,78,33,Chickpeas
2567,5.9,70,33,Chickpeas
2568,6,76,34,Chickpeas
2569,5.3,72,33,Chickpeas
2570,6.6,77,32,Chickpeas
2571,6.1,73,34,Chickpeas
2572,6.2,63,34,Chickpeas
2573,6,74,34,Chickpeas
2574,5.9,80,34,Chickpeas
2575,5.5,69,32,Chickpeas
2576,6.2,77,34,Chickpeas
2577,7,72,33,Chickpeas
2578,6.2,73,32,Chickpeas
2579,6.4,70,33,Chickpeas
2580,6.8,79,33,Chickpeas
2581,6.6,61,35,Chickpeas
2582,6.1,76,34,Chickpeas
2583,5.5,73,33,Chickpeas
2584,5.8,61,33,Chickpeas
2585,7,73,32,Chickpeas
2586,6.6,74,33,Chickpeas
2587,6.7,70,35,Chickpeas
2588,6.7,66,35,Chickpeas
2589,5.4,73,35,Chickpeas
2590,6,67,35,Chickpeas
2591,6.9,64,35,Chickpeas
2592,5.7,69,32,Chickpeas
2593,5.8,68,34,Chickpeas
2594,6.8,65,34,Chickpeas
2595,6.9,75,32,Chickpeas
2596,6.2,64,34,Chickpeas
2597,5.9,74,33,Chickpeas
2598,6,69,34,Chickpeas
2599,6.8,80,32,Chickpeas
2600,5.7,77,35,Chickpeas
2601,6.5,75,33,Chickpeas
2602,6.3,78,34,Chickpeas
2603,6.5,67,33,Chickpeas
2604,5.8,66,34,Chickpeas
2605,6,77,34,Chickpeas
2606,6.2,64,34,Chickpeas
2607,5.4,61,32,Chickpeas
2608,5.8,79,34,Chickpeas
2609,5.8,78,34,Chickpeas
2610,6.5,80,34,Chickpeas
2611,6,74,33,Chickpeas
2612,6.3,65,34,Chickpeas
2613,5.4,72,33,Chickpeas
2614,5.4,75,33,Chickpeas
2615,6.2,61,33,Chickpeas
2616,5.5,74,33,Chickpeas
2617,6.5,70,33,Chickpeas
2618,6.5,66,33,Chickpeas
2619,6.9,74,34,Chickpeas
2620,6.2,62,34,Chickpeas
2621,5.8,70,32,Chickpeas
2622,5.3,66,32,Chickpeas
2623,5.8,69,34,Chickpeas
2624,6.4,64,35,Chickpeas
2625,5.9,62,33,Chickpeas
2626,5.3,70,32,Chickpeas
2627,6.9,60,32,Chickpeas
2628,6,79,33,Chickpeas
2629,5.9,60,34,Chickpeas
2630,6.6,75,32,Chickpeas
2631,6.3,72,33,Chickpeas
2632,6.9,70,33,Chickpeas
2633,6.6,73,33,Chickpeas
2634,6,77,33,Chickpeas
2635,5.8,62,35,Chickpeas
2636,6.2,67,32,Chickpeas
2637,6.1,72,33,Chickpeas
2638,6.3,70,33,Chickpeas
2639,6.7,73,34,Chickpeas
2640,6.8,78,34,Chickpeas
2641,6.6,70,32,Chickpeas
2642,5.9,77,33,Chickpeas
2643,6.5,64,34,Chickpeas
2644,6.4,62,34,Chickpeas
2645,5.5,71,33,Chickpeas
2646,6.6,73,34,Chickpeas
2647,5.4,73,34,Chickpeas
2648,5.9,76,34,Chickpeas
2649,5.5,73,35,Chickpeas
2650,6.8,62,34,Chickpeas
2651,6.7,62,33,Chickpeas
2652,6.8,79,34,Chickpeas
2653,6.8,73,34,Chickpeas
2654,6,63,34,Chickpeas
2655,6.9,78,34,Chickpeas
2656,6.2,77,34,Chickpeas
2657,6.8,74,35,Chickpeas
2658,6.3,72,32,Chickpeas
2659,6.8,66,32,Chickpeas
2660,5.5,73,35,Chickpeas
2661,6.5,61,33,Chickpeas
2662,5.3,66,32,Chickpeas
2663,6.2,72,34,Chickpeas
2664,5.5,61,34,Chickpeas
2665,6.4,70,34,Chickpeas
2666,5.9,66,33,Chickpeas
2667,6.5,76,34,Chickpeas
2668,5.7,77,34,Chickpeas
2669,6,62,35,Chickpeas
2670,6.9,70,33,Chickpeas
2671,6.3,68,32,Chickpeas
2672,6.2,77,33,Chickpeas
2673,6.7,62,33,Chickpeas
2674,5.9,71,33,Chickpeas
2675,6.6,67,34,Chickpeas
2676,6.7,71,33,Chickpeas
2677,6.8,72,32,Chickpeas
2678,5.8,67,33,Chickpeas
2679,6.8,69,33,Chickpeas
2680,6.4,80,32,Chickpeas
2681,6.2,77,34,Chickpeas
2682,6.6,77,34,Chickpeas
2683,6.5,61,33,Chickpeas
2684,6.4,69,33,Chickpeas
2685,7,76,34,Chickpeas
2686,5.7,67,33,Chickpeas
2687,5.7,75,32,Chickpeas
2688,6.8,78,32,Chickpeas
2689,5.8,67,33,Chickpeas
2690,5.7,69,33,Chickpeas
2691,5.9,61,34,Chickpeas
2692,6.5,68,35,Chickpeas
2693,7,74,33,Chickpeas
2694,6.6,62,33,Chickpeas
2695,6.4,78,33,Chickpeas
2696,6.5,75,33,Chickpeas
2697,6.2,63,34,Chickpeas
2698,6.2,70,33,Chickpeas
2699,5.4,78,33,Chickpeas
2700,6.7,78,34,Chickpeas
2701,6.1,68,35,Chickpeas
2702,5.6,79,33,Chickpeas
2703,6,78,32,Chickpeas
2704,6,74,35,Chickpeas
2705,5.3,66,34,Chickpeas
2706,5.3,75,33,Chickpeas
2707,5.7,71,35,Chickpeas
2708,5.9,77,32,Chickpeas
2709,5.8,74,34,Chickpeas
2710,5.6,71,32,Chickpeas
2711,6.4,62,33,Chickpeas
2712,6.8,79,34,Chickpeas
2713,6.5,68,33,Chickpeas
2714,7,77,33,Chickpeas
2715,6.5,64,35,Chickpeas
2716,6.6,67,32,Chickpeas
2717,6.1,63,32,Chickpeas
2718,6,61,32,Chickpeas
2719,6.5,75,32,Chickpeas
2720,5.7,68,34,Chickpeas
2721,6.1,78,33,Chickpeas
2722,5.9,62,34,Chickpeas
2723,6.9,76,32,Chickpeas
2724,5.5,79,34,Chickpeas
2725,5.7,80,35,Chickpeas
2726,5.8,63,34,Chickpeas
2727,5.7,61,35,Chickpeas
2728,6.5,69,34,Chickpeas
2729,5.7,75,35,Chickpeas
2730,5.8,73,32,Chickpeas
2731,6.5,63,32,Chickpeas
2732,6,61,33,Chickpeas
2733,5.6,68,35,Chickpeas
2734,5.8,69,34,Chickpeas
2735,5.8,67,35,Chickpeas
2736,5.6,68,34,Chickpeas
2737,6.6,64,34,Chickpeas
2738,6.9,62,34,Chickpeas
2739,6.1,61,32,Chickpeas
2740,6.6,68,33,Chickpeas
2741,6.7,78,34,Chickpeas
2742,6,67,33,Chickpeas
2743,6.9,80,35,Chickpeas
2744,5.5,61,33,Chickpeas
2745,6,66,32,Chickpeas
2746,6.7,77,35,Chickpeas
2747,6.6,69,35,Chickpeas
2748,6.3,67,34,Chickpeas
2749,6.7,67,33,Chickpeas
2750,6,73,34,Chickpeas
2751,6.1,79,34,Chickpeas
2752,6.3,72,33,Chickpeas
2753,5.9,64,33,Chickpeas
2754,5.5,72,34,Chickpeas
2755,6.8,67,34,Chickpeas
2756,6,68,33,Chickpeas
2757,6.9,70,34,Chickpeas
2758,5.6,80,33,Chickpeas
2759,5.4,69,33,Chickpeas
2760,5.5,63,34,Chickpeas
2761,6.5,63,32,Chickpeas
2762,6.4,76,32,Chickpeas
2763,5.9,79,34,Chickpeas
2764,6.8,62,32,Chickpeas
2765,6.7,79,33,Chickpeas
2766,6.5,68,33,Chickpeas
2767,6.9,68,34,Chickpeas
2768,6.1,78,35,Chickpeas
2769,6.6,67,33,Chickpeas
2770,5.5,72,34,Chickpeas
2771,6.8,63,35,Chickpeas
2772,7,70,34,Chickpeas
