SoilPh,RelativeHumidity,SoilTemperature,Insect1,Insect2
6.5,73,24,Slugs and Snails,Squash Bugs
6.2,71,33,Slugs and Snails,Squash Bugs
6.1,72,24,Slugs and Snails,Squash Bugs
6,70,29,Slugs and Snails,Squash Bugs
6.4,74,31,Slugs and Snails,Squash Bugs
6.4,71,28,Slugs and Snails,Squash Bugs
6.2,75,34,Slugs and Snails,Squash Bugs
6.3,72,24,Slugs and Snails,Squash Bugs
6.4,74,32,Slugs and Snails,Squash Bugs
6.1,74,34,Slugs and Snails,Squash Bugs
6.3,73,22,Slugs and Snails,Squash Bugs
6.4,73,31,Slugs and Snails,Squash Bugs
6.1,75,31,Slugs and Snails,Squash Bugs
6.3,74,25,Slugs and Snails,Squash Bugs
6.1,71,34,Slugs and Snails,Squash Bugs
6.5,75,32,Slugs and Snails,Squash Bugs
6.5,72,30,Slugs and Snails,Squash Bugs
6.2,71,21,Slugs and Snails,Squash Bugs
6.3,72,25,Slugs and Snails,Squash Bugs
6.2,74,22,Slugs and Snails,Squash Bugs
6.1,73,26,Slugs and Snails,Squash Bugs
6.3,74,29,Slugs and Snails,Squash Bugs
6.1,73,21,Slugs and Snails,Squash Bugs
6.2,71,22,Slugs and Snails,Squash Bugs
6.4,75,21,Slugs and Snails,Squash Bugs
6.2,73,32,Slugs and Snails,Squash Bugs
6.5,75,21,Slugs and Snails,Squash Bugs
6.1,74,33,Slugs and Snails,Squash Bugs
6.2,71,20,Slugs and Snails,Squash Bugs
6.2,72,28,Slugs and Snails,Squash Bugs
6.5,71,22,Slugs and Snails,Squash Bugs
6.3,70,20,Slugs and Snails,Squash Bugs
6.2,71,19,Slugs and Snails,Squash Bugs
6.3,70,25,Slugs and Snails,Squash Bugs
6.4,71,20,Slugs and Snails,Squash Bugs
6.2,74,27,Slugs and Snails,Squash Bugs
6.1,71,29,Slugs and Snails,Squash Bugs
6.1,71,33,Slugs and Snails,Squash Bugs
6.2,70,21,Slugs and Snails,Squash Bugs
6.4,73,22,Slugs and Snails,Squash Bugs
6.3,71,24,Slugs and Snails,Squash Bugs
6.1,75,27,Slugs and Snails,Squash Bugs
6.2,75,23,Slugs and Snails,Squash Bugs
6.5,74,21,Slugs and Snails,Squash Bugs
6.2,71,21,Slugs and Snails,Squash Bugs
6.2,73,25,Slugs and Snails,Squash Bugs
6.3,75,33,Slugs and Snails,Squash Bugs
6.5,74,26,Slugs and Snails,Squash Bugs
6.2,75,21,Slugs and Snails,Squash Bugs
6.1,71,22,Slugs and Snails,Squash Bugs
6.3,74,19,Slugs and Snails,Squash Bugs
6.5,74,26,Slugs and Snails,Squash Bugs
6.1,72,24,Slugs and Snails,Squash Bugs
6.2,74,31,Slugs and Snails,Squash Bugs
6.5,71,30,Slugs and Snails,Squash Bugs
6.3,72,19,Slugs and Snails,Squash Bugs
6.5,74,20,Slugs and Snails,Squash Bugs
6.2,75,34,Slugs and Snails,Squash Bugs
6.4,74,20,Slugs and Snails,Squash Bugs
6.3,70,31,Slugs and Snails,Squash Bugs
6.1,72,21,Slugs and Snails,Squash Bugs
6.1,70,28,Slugs and Snails,Squash Bugs
6.5,74,25,Slugs and Snails,Squash Bugs
6.2,62,27,Thrips,Spider Mites
6.1,69,27,Thrips,Spider Mites
6.4,64,27,Thrips,Spider Mites
6.4,65,27,Thrips,Spider Mites
6.4,69,27,Thrips,Spider Mites
6.3,68,27,Thrips,Spider Mites
6.2,67,27,Thrips,Spider Mites
6.2,61,26,Thrips,Spider Mites
6.4,64,27,Thrips,Spider Mites
6.1,69,26,Thrips,Spider Mites
6.5,65,27,Thrips,Spider Mites
6.3,69,26,Thrips,Spider Mites
6.5,66,27,Thrips,Spider Mites
6.2,61,26,Thrips,Spider Mites
6.4,61,26,Thrips,Spider Mites
6.4,68,26,Thrips,Spider Mites
6.2,62,26,Thrips,Spider Mites
6,66,26,Thrips,Spider Mites
6,66,27,Thrips,Spider Mites
6.2,69,27,Thrips,Spider Mites
6.3,67,27,Thrips,Spider Mites
6.3,69,27,Thrips,Spider Mites
6.5,61,26,Thrips,Spider Mites
6.4,62,27,Thrips,Spider Mites
6.1,68,26,Thrips,Spider Mites
6.2,66,26,Thrips,Spider Mites
6.2,70,26,Thrips,Spider Mites
6.2,67,27,Thrips,Spider Mites
6.5,66,27,Thrips,Spider Mites
6.2,70,26,Thrips,Spider Mites
6.1,66,26,Thrips,Spider Mites
6.2,64,27,Thrips,Spider Mites
6.2,63,26,Thrips,Spider Mites
6.4,64,26,Thrips,Spider Mites
6.2,63,27,Thrips,Spider Mites
6.5,69,27,Thrips,Spider Mites
6.4,62,27,Thrips,Spider Mites
6,64,26,Thrips,Spider Mites
6.1,62,26,Thrips,Spider Mites
6.3,68,27,Thrips,Spider Mites
6.5,67,26,Thrips,Spider Mites
6.2,62,26,Thrips,Spider Mites
6.4,65,27,Thrips,Spider Mites
6.4,64,26,Thrips,Spider Mites
6.3,64,27,Thrips,Spider Mites
6.5,64,27,Thrips,Spider Mites
6.5,66,27,Thrips,Spider Mites
6.1,62,27,Thrips,Spider Mites
6.4,69,26,Thrips,Spider Mites
6.2,67,27,Thrips,Spider Mites
6.4,67,27,Thrips,Spider Mites
6.1,64,26,Thrips,Spider Mites
6.1,65,26,Thrips,Spider Mites
6.2,69,27,Thrips,Spider Mites
6,67,26,Thrips,Spider Mites
6.1,67,26,Thrips,Spider Mites
6.3,68,26,Thrips,Spider Mites
6.5,61,26,Thrips,Spider Mites
6.3,66,26,Thrips,Spider Mites
6.2,68,27,Thrips,Spider Mites
6.4,68,26,Thrips,Spider Mites
6.2,63,26,Thrips,Spider Mites
6.2,61,26,Thrips,Spider Mites
6.2,62,27,Thrips,Spider Mites
6.4,65,26,Thrips,Spider Mites
6.1,62,26,Thrips,Spider Mites
6.1,64,27,Thrips,Spider Mites
6.3,64,27,Thrips,Spider Mites
6.1,68,27,Thrips,Spider Mites
6.2,69,27,Thrips,Spider Mites
6.2,67,27,Thrips,Spider Mites
6.1,66,27,Thrips,Spider Mites
6.4,63,27,Thrips,Spider Mites
6.5,67,27,Thrips,Spider Mites
6.5,63,26,Thrips,Spider Mites
6.1,62,27,Thrips,Spider Mites
6,60,27,Thrips,Spider Mites
6,66,26,Thrips,Spider Mites
6.4,62,26,Thrips,Spider Mites
6.1,68,27,Thrips,Spider Mites
6.1,62,27,Thrips,Spider Mites
6,64,26,Thrips,Spider Mites
6.3,60,27,Thrips,Spider Mites
6.4,65,27,Thrips,Spider Mites
6.3,68,27,Thrips,Spider Mites
6.1,68,27,Thrips,Spider Mites
6.4,68,26,Thrips,Spider Mites
6,68,26,Thrips,Spider Mites
6.4,70,27,Thrips,Spider Mites
6.5,63,26,Thrips,Spider Mites
6.3,61,26,Thrips,Spider Mites
6,68,26,Thrips,Spider Mites
6.1,65,26,Thrips,Spider Mites
6.1,69,26,Thrips,Spider Mites
6.3,69,26,Thrips,Spider Mites
6.2,67,27,Thrips,Spider Mites
6.3,64,26,Thrips,Spider Mites
6.2,64,26,Thrips,Spider Mites
6.2,62,26,Thrips,Spider Mites
6.4,63,26,Thrips,Spider Mites
6.8,80,27,Cucumber Beetle,Grass Hopper
6.7,71,27,Cucumber Beetle,Grass Hopper
6.8,78,28,Cucumber Beetle,Grass Hopper
7,75,27,Cucumber Beetle,Grass Hopper
6.8,73,28,Cucumber Beetle,Grass Hopper
6.9,79,28,Cucumber Beetle,Grass Hopper
6.8,74,27,Cucumber Beetle,Grass Hopper
6.6,72,27,Cucumber Beetle,Grass Hopper
6.6,76,28,Cucumber Beetle,Grass Hopper
6.9,77,28,Cucumber Beetle,Grass Hopper
6.6,77,28,Cucumber Beetle,Grass Hopper
7,77,27,Cucumber Beetle,Grass Hopper
6.7,78,27,Cucumber Beetle,Grass Hopper
6.8,72,28,Cucumber Beetle,Grass Hopper
6.6,77,28,Cucumber Beetle,Grass Hopper
6.9,73,27,Cucumber Beetle,Grass Hopper
7,79,28,Cucumber Beetle,Grass Hopper
6.9,72,27,Cucumber Beetle,Grass Hopper
6.8,80,28,Cucumber Beetle,Grass Hopper
7,73,27,Cucumber Beetle,Grass Hopper
6.8,72,28,Cucumber Beetle,Grass Hopper
6.8,80,27,Cucumber Beetle,Grass Hopper
6.6,73,27,Cucumber Beetle,Grass Hopper
6.6,72,27,Cucumber Beetle,Grass Hopper
6.8,76,27,Cucumber Beetle,Grass Hopper
6.9,73,28,Cucumber Beetle,Grass Hopper
6.8,77,28,Cucumber Beetle,Grass Hopper
6.9,75,27,Cucumber Beetle,Grass Hopper
6.9,75,27,Cucumber Beetle,Grass Hopper
6.8,78,28,Cucumber Beetle,Grass Hopper
6.9,79,27,Cucumber Beetle,Grass Hopper
6.8,72,28,Cucumber Beetle,Grass Hopper
6.9,78,28,Cucumber Beetle,Grass Hopper
6.9,71,28,Cucumber Beetle,Grass Hopper
6.8,72,27,Cucumber Beetle,Grass Hopper
7,73,27,Cucumber Beetle,Grass Hopper
6.6,76,28,Cucumber Beetle,Grass Hopper
6.8,75,28,Cucumber Beetle,Grass Hopper
6.6,76,28,Cucumber Beetle,Grass Hopper
6.7,71,28,Cucumber Beetle,Grass Hopper
6.9,78,28,Cucumber Beetle,Grass Hopper
7,74,28,Cucumber Beetle,Grass Hopper
6.8,80,28,Cucumber Beetle,Grass Hopper
6.9,78,28,Cucumber Beetle,Grass Hopper
7,79,28,Cucumber Beetle,Grass Hopper
6.9,72,27,Cucumber Beetle,Grass Hopper
6.7,79,28,Cucumber Beetle,Grass Hopper
6.8,75,28,Cucumber Beetle,Grass Hopper
7,74,28,Cucumber Beetle,Grass Hopper
6.7,73,27,Cucumber Beetle,Grass Hopper
6.7,74,28,Cucumber Beetle,Grass Hopper
6.8,80,27,Cucumber Beetle,Grass Hopper
6.6,75,28,Cucumber Beetle,Grass Hopper
6.9,76,28,Cucumber Beetle,Grass Hopper
6.9,74,27,Cucumber Beetle,Grass Hopper
7,76,27,Cucumber Beetle,Grass Hopper
6.7,73,28,Cucumber Beetle,Grass Hopper
7,79,27,Cucumber Beetle,Grass Hopper
6.9,76,28,Cucumber Beetle,Grass Hopper
6.9,75,28,Cucumber Beetle,Grass Hopper
6.8,73,28,Cucumber Beetle,Grass Hopper
6.7,74,28,Cucumber Beetle,Grass Hopper
6.8,79,28,Cucumber Beetle,Grass Hopper
6.7,71,27,Cucumber Beetle,Grass Hopper
6.9,77,27,Cucumber Beetle,Grass Hopper
6.9,75,27,Cucumber Beetle,Grass Hopper
7,74,27,Cucumber Beetle,Grass Hopper
6.9,73,28,Cucumber Beetle,Grass Hopper
6.8,76,28,Cucumber Beetle,Grass Hopper
7,76,28,Cucumber Beetle,Grass Hopper
6.9,74,27,Cucumber Beetle,Grass Hopper
7,80,28,Cucumber Beetle,Grass Hopper
6.9,79,27,Cucumber Beetle,Grass Hopper
6.8,76,27,Cucumber Beetle,Grass Hopper
6.9,72,28,Cucumber Beetle,Grass Hopper
6.9,77,27,Cucumber Beetle,Grass Hopper
6.6,79,27,Cucumber Beetle,Grass Hopper
6.9,78,27,Cucumber Beetle,Grass Hopper
6.7,74,27,Cucumber Beetle,Grass Hopper
6.7,76,28,Cucumber Beetle,Grass Hopper
6.7,73,28,Cucumber Beetle,Grass Hopper
7,73,27,Cucumber Beetle,Grass Hopper
7,79,28,Cucumber Beetle,Grass Hopper
6.6,74,27,Cucumber Beetle,Grass Hopper
6.8,75,27,Cucumber Beetle,Grass Hopper
6.7,75,27,Cucumber Beetle,Grass Hopper
7,74,27,Cucumber Beetle,Grass Hopper
6.7,76,27,Cucumber Beetle,Grass Hopper
6.9,73,28,Cucumber Beetle,Grass Hopper
6.8,78,28,Cucumber Beetle,Grass Hopper
6.7,78,27,Cucumber Beetle,Grass Hopper
6.7,76,28,Cucumber Beetle,Grass Hopper
6.9,72,27,Cucumber Beetle,Grass Hopper
6.8,80,28,Cucumber Beetle,Grass Hopper
6.8,72,27,Cucumber Beetle,Grass Hopper
6.9,78,28,Cucumber Beetle,Grass Hopper
6.7,71,27,Cucumber Beetle,Grass Hopper
6.7,76,27,Cucumber Beetle,Grass Hopper
6.8,72,27,Cucumber Beetle,Grass Hopper
6.6,74,28,Cucumber Beetle,Grass Hopper
6.3,91,28,Stem Grilder,Flea Beetle
6.1,91,27,Stem Grilder,Flea Beetle
6.5,92,28,Stem Grilder,Flea Beetle
6.3,90,25,Stem Grilder,Flea Beetle
6.2,90,26,Stem Grilder,Flea Beetle
6,90,28,Stem Grilder,Flea Beetle
6.5,92,26,Stem Grilder,Flea Beetle
6.3,90,27,Stem Grilder,Flea Beetle
6.1,91,25,Stem Grilder,Flea Beetle
6.3,91,28,Stem Grilder,Flea Beetle
6,91,26,Stem Grilder,Flea Beetle
6.4,91,27,Stem Grilder,Flea Beetle
6.1,90,26,Stem Grilder,Flea Beetle
6.4,92,26,Stem Grilder,Flea Beetle
6.3,91,25,Stem Grilder,Flea Beetle
6.4,91,25,Stem Grilder,Flea Beetle
6.3,91,28,Stem Grilder,Flea Beetle
6.3,91,26,Stem Grilder,Flea Beetle
6.5,91,26,Stem Grilder,Flea Beetle
6.3,91,28,Stem Grilder,Flea Beetle
6.4,91,26,Stem Grilder,Flea Beetle
6.2,91,28,Stem Grilder,Flea Beetle
6.1,91,26,Stem Grilder,Flea Beetle
6.1,92,28,Stem Grilder,Flea Beetle
6.2,91,25,Stem Grilder,Flea Beetle
6.1,91,27,Stem Grilder,Flea Beetle
6,92,26,Stem Grilder,Flea Beetle
6.3,91,28,Stem Grilder,Flea Beetle
6.2,92,25,Stem Grilder,Flea Beetle
6.3,91,27,Stem Grilder,Flea Beetle
6.3,92,26,Stem Grilder,Flea Beetle
6.4,92,27,Stem Grilder,Flea Beetle
6.3,90,27,Stem Grilder,Flea Beetle
6.2,91,28,Stem Grilder,Flea Beetle
6.3,90,25,Stem Grilder,Flea Beetle
6.3,91,27,Stem Grilder,Flea Beetle
6.5,92,28,Stem Grilder,Flea Beetle
6.3,91,26,Stem Grilder,Flea Beetle
6.4,92,27,Stem Grilder,Flea Beetle
6.2,91,25,Stem Grilder,Flea Beetle
6.3,90,28,Stem Grilder,Flea Beetle
6.5,91,27,Stem Grilder,Flea Beetle
6.2,90,26,Stem Grilder,Flea Beetle
6.5,91,27,Stem Grilder,Flea Beetle
6.2,91,27,Stem Grilder,Flea Beetle
6,90,25,Stem Grilder,Flea Beetle
6.3,92,27,Stem Grilder,Flea Beetle
6,90,26,Stem Grilder,Flea Beetle
6.4,91,25,Stem Grilder,Flea Beetle
6.3,90,26,Stem Grilder,Flea Beetle
6.5,92,27,Stem Grilder,Flea Beetle
6.2,90,27,Stem Grilder,Flea Beetle
6,90,26,Stem Grilder,Flea Beetle
6.4,92,26,Stem Grilder,Flea Beetle
6.4,91,27,Stem Grilder,Flea Beetle
6.2,92,27,Stem Grilder,Flea Beetle
6.2,92,27,Stem Grilder,Flea Beetle
6.2,90,27,Stem Grilder,Flea Beetle
6.1,90,26,Stem Grilder,Flea Beetle
6.3,90,26,Stem Grilder,Flea Beetle
6.1,90,27,Stem Grilder,Flea Beetle
6.1,90,27,Stem Grilder,Flea Beetle
6.2,90,28,Stem Grilder,Flea Beetle
6.2,91,25,Stem Grilder,Flea Beetle
6.3,92,26,Stem Grilder,Flea Beetle
6.2,91,28,Stem Grilder,Flea Beetle
6.2,91,26,Stem Grilder,Flea Beetle
6.5,91,25,Stem Grilder,Flea Beetle
6.1,90,26,Stem Grilder,Flea Beetle
6.3,91,27,Stem Grilder,Flea Beetle
6.1,90,27,Stem Grilder,Flea Beetle
6.4,90,27,Stem Grilder,Flea Beetle
6.5,91,26,Stem Grilder,Flea Beetle
6.4,90,25,Stem Grilder,Flea Beetle
6.3,92,25,Stem Grilder,Flea Beetle
6.5,92,28,Stem Grilder,Flea Beetle
6.1,91,25,Stem Grilder,Flea Beetle
6.5,92,28,Stem Grilder,Flea Beetle
6.1,90,27,Stem Grilder,Flea Beetle
6.2,91,27,Stem Grilder,Flea Beetle
6.4,92,27,Stem Grilder,Flea Beetle
6.2,92,28,Stem Grilder,Flea Beetle
6.3,91,26,Stem Grilder,Flea Beetle
6,91,26,Stem Grilder,Flea Beetle
6.3,90,27,Stem Grilder,Flea Beetle
6.3,91,27,Stem Grilder,Flea Beetle
6.2,90,26,Stem Grilder,Flea Beetle
6.3,92,26,Stem Grilder,Flea Beetle
6.4,92,25,Stem Grilder,Flea Beetle
6.4,90,28,Stem Grilder,Flea Beetle
6.1,92,25,Stem Grilder,Flea Beetle
6.2,90,27,Stem Grilder,Flea Beetle
6.5,91,26,Stem Grilder,Flea Beetle
6.1,91,25,Stem Grilder,Flea Beetle
6.4,90,25,Stem Grilder,Flea Beetle
6.3,91,26,Stem Grilder,Flea Beetle
6.1,92,26,Stem Grilder,Flea Beetle
6.2,91,26,Stem Grilder,Flea Beetle
6.3,90,26,Stem Grilder,Flea Beetle
6.1,90,26,Stem Grilder,Flea Beetle
6.8,95,29,Mealy Bug,Berry Plume Moth
6.7,94,30,Mealy Bug,Berry Plume Moth
6.9,95,30,Mealy Bug,Berry Plume Moth
6.6,95,30,Mealy Bug,Berry Plume Moth
6.7,93,30,Mealy Bug,Berry Plume Moth
6.8,95,29,Mealy Bug,Berry Plume Moth
6.8,94,32,Mealy Bug,Berry Plume Moth
6.9,94,32,Mealy Bug,Berry Plume Moth
6.6,95,30,Mealy Bug,Berry Plume Moth
7,93,30,Mealy Bug,Berry Plume Moth
6.6,95,31,Mealy Bug,Berry Plume Moth
6.7,94,32,Mealy Bug,Berry Plume Moth
6.9,93,32,Mealy Bug,Berry Plume Moth
6.7,94,31,Mealy Bug,Berry Plume Moth
6.9,94,30,Mealy Bug,Berry Plume Moth
7,93,29,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
6.9,94,32,Mealy Bug,Berry Plume Moth
7,93,31,Mealy Bug,Berry Plume Moth
7,94,31,Mealy Bug,Berry Plume Moth
6.6,95,31,Mealy Bug,Berry Plume Moth
7,94,32,Mealy Bug,Berry Plume Moth
6.8,95,30,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
6.9,93,31,Mealy Bug,Berry Plume Moth
6.7,93,30,Mealy Bug,Berry Plume Moth
6.7,95,31,Mealy Bug,Berry Plume Moth
6.7,95,31,Mealy Bug,Berry Plume Moth
6.8,94,29,Mealy Bug,Berry Plume Moth
6.6,93,29,Mealy Bug,Berry Plume Moth
6.7,94,31,Mealy Bug,Berry Plume Moth
6.6,95,30,Mealy Bug,Berry Plume Moth
7,94,31,Mealy Bug,Berry Plume Moth
7,94,30,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
6.8,95,30,Mealy Bug,Berry Plume Moth
6.7,94,32,Mealy Bug,Berry Plume Moth
6.6,94,29,Mealy Bug,Berry Plume Moth
6.8,94,31,Mealy Bug,Berry Plume Moth
6.8,94,31,Mealy Bug,Berry Plume Moth
6.6,94,32,Mealy Bug,Berry Plume Moth
6.8,94,29,Mealy Bug,Berry Plume Moth
6.7,93,30,Mealy Bug,Berry Plume Moth
6.8,93,29,Mealy Bug,Berry Plume Moth
6.9,94,29,Mealy Bug,Berry Plume Moth
6.8,94,29,Mealy Bug,Berry Plume Moth
6.8,94,31,Mealy Bug,Berry Plume Moth
6.8,93,31,Mealy Bug,Berry Plume Moth
6.8,94,30,Mealy Bug,Berry Plume Moth
6.7,94,32,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
6.9,94,29,Mealy Bug,Berry Plume Moth
6.7,94,30,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
6.7,94,31,Mealy Bug,Berry Plume Moth
7,94,29,Mealy Bug,Berry Plume Moth
6.9,94,30,Mealy Bug,Berry Plume Moth
7,95,30,Mealy Bug,Berry Plume Moth
6.6,94,31,Mealy Bug,Berry Plume Moth
6.7,94,31,Mealy Bug,Berry Plume Moth
6.8,95,30,Mealy Bug,Berry Plume Moth
6.7,94,29,Mealy Bug,Berry Plume Moth
6.8,94,29,Mealy Bug,Berry Plume Moth
7,95,31,Mealy Bug,Berry Plume Moth
6.7,94,32,Mealy Bug,Berry Plume Moth
6.9,94,30,Mealy Bug,Berry Plume Moth
6.7,94,30,Mealy Bug,Berry Plume Moth
6.8,94,30,Mealy Bug,Berry Plume Moth
6.6,94,30,Mealy Bug,Berry Plume Moth
7,94,29,Mealy Bug,Berry Plume Moth
6.8,94,31,Mealy Bug,Berry Plume Moth
6.7,95,30,Mealy Bug,Berry Plume Moth
7,94,30,Mealy Bug,Berry Plume Moth
7,94,31,Mealy Bug,Berry Plume Moth
6.7,95,29,Mealy Bug,Berry Plume Moth
6.9,94,30,Mealy Bug,Berry Plume Moth
7,95,30,Mealy Bug,Berry Plume Moth
6.7,94,30,Mealy Bug,Berry Plume Moth
6.8,93,31,Mealy Bug,Berry Plume Moth
6.7,95,31,Mealy Bug,Berry Plume Moth
6.9,93,32,Mealy Bug,Berry Plume Moth
6.9,94,30,Mealy Bug,Berry Plume Moth
6.9,93,30,Mealy Bug,Berry Plume Moth
6.8,93,31,Mealy Bug,Berry Plume Moth
6.6,95,30,Mealy Bug,Berry Plume Moth
7,94,32,Mealy Bug,Berry Plume Moth
6.6,95,32,Mealy Bug,Berry Plume Moth
6.8,93,30,Mealy Bug,Berry Plume Moth
6.8,93,31,Mealy Bug,Berry Plume Moth
6.7,94,30,Mealy Bug,Berry Plume Moth
7,95,31,Mealy Bug,Berry Plume Moth
6.9,94,31,Mealy Bug,Berry Plume Moth
7,94,31,Mealy Bug,Berry Plume Moth
6.7,93,29,Mealy Bug,Berry Plume Moth
6.8,94,29,Mealy Bug,Berry Plume Moth
7,93,29,Mealy Bug,Berry Plume Moth
6.8,94,31,Mealy Bug,Berry Plume Moth
6.7,93,31,Mealy Bug,Berry Plume Moth
6.8,93,31,Mealy Bug,Berry Plume Moth
6.9,95,31,Mealy Bug,Berry Plume Moth
6.2,43,22,Citrus Leaf Miner,Citrus Psylla
6,43,16,Citrus Leaf Miner,Citrus Psylla
6.4,43,13,Citrus Leaf Miner,Citrus Psylla
6.4,43,24,Citrus Leaf Miner,Citrus Psylla
6,41,23,Citrus Leaf Miner,Citrus Psylla
6.6,43,17,Citrus Leaf Miner,Citrus Psylla
6.3,43,18,Citrus Leaf Miner,Citrus Psylla
6.7,40,13,Citrus Leaf Miner,Citrus Psylla
6.5,42,14,Citrus Leaf Miner,Citrus Psylla
6,42,16,Citrus Leaf Miner,Citrus Psylla
6,43,25,Citrus Leaf Miner,Citrus Psylla
6.6,43,16,Citrus Leaf Miner,Citrus Psylla
6.4,42,16,Citrus Leaf Miner,Citrus Psylla
6.6,40,19,Citrus Leaf Miner,Citrus Psylla
6.2,41,23,Citrus Leaf Miner,Citrus Psylla
6.1,44,16,Citrus Leaf Miner,Citrus Psylla
6.4,43,13,Citrus Leaf Miner,Citrus Psylla
6.2,42,19,Citrus Leaf Miner,Citrus Psylla
6.7,41,25,Citrus Leaf Miner,Citrus Psylla
6.1,41,15,Citrus Leaf Miner,Citrus Psylla
6.2,41,22,Citrus Leaf Miner,Citrus Psylla
6.5,40,25,Citrus Leaf Miner,Citrus Psylla
6.7,40,19,Citrus Leaf Miner,Citrus Psylla
6.1,42,21,Citrus Leaf Miner,Citrus Psylla
6.6,41,17,Citrus Leaf Miner,Citrus Psylla
6.3,43,23,Citrus Leaf Miner,Citrus Psylla
6.7,42,24,Citrus Leaf Miner,Citrus Psylla
6.7,42,14,Citrus Leaf Miner,Citrus Psylla
6.4,42,24,Citrus Leaf Miner,Citrus Psylla
6.4,40,23,Citrus Leaf Miner,Citrus Psylla
6.5,42,23,Citrus Leaf Miner,Citrus Psylla
6,43,20,Citrus Leaf Miner,Citrus Psylla
6.3,41,15,Citrus Leaf Miner,Citrus Psylla
6.7,42,14,Citrus Leaf Miner,Citrus Psylla
6.1,41,22,Citrus Leaf Miner,Citrus Psylla
6.6,42,15,Citrus Leaf Miner,Citrus Psylla
6.5,42,25,Citrus Leaf Miner,Citrus Psylla
6.7,41,24,Citrus Leaf Miner,Citrus Psylla
6.2,43,24,Citrus Leaf Miner,Citrus Psylla
6.4,44,17,Citrus Leaf Miner,Citrus Psylla
6.5,40,15,Citrus Leaf Miner,Citrus Psylla
6.5,41,12,Citrus Leaf Miner,Citrus Psylla
6.1,41,19,Citrus Leaf Miner,Citrus Psylla
6.1,43,17,Citrus Leaf Miner,Citrus Psylla
6.5,43,17,Citrus Leaf Miner,Citrus Psylla
6.6,40,20,Citrus Leaf Miner,Citrus Psylla
6.4,41,13,Citrus Leaf Miner,Citrus Psylla
6.4,41,15,Citrus Leaf Miner,Citrus Psylla
6.7,40,22,Citrus Leaf Miner,Citrus Psylla
6.4,41,25,Citrus Leaf Miner,Citrus Psylla
6.2,44,25,Citrus Leaf Miner,Citrus Psylla
6.3,41,16,Citrus Leaf Miner,Citrus Psylla
6,41,13,Citrus Leaf Miner,Citrus Psylla
6.3,43,23,Citrus Leaf Miner,Citrus Psylla
6.1,41,12,Citrus Leaf Miner,Citrus Psylla
6.6,43,20,Citrus Leaf Miner,Citrus Psylla
6.3,41,20,Citrus Leaf Miner,Citrus Psylla
6.3,43,19,Citrus Leaf Miner,Citrus Psylla
6.1,44,22,Citrus Leaf Miner,Citrus Psylla
6.1,41,15,Citrus Leaf Miner,Citrus Psylla
6.1,40,21,Citrus Leaf Miner,Citrus Psylla
6.5,40,24,Citrus Leaf Miner,Citrus Psylla
6.1,43,16,Citrus Leaf Miner,Citrus Psylla
6.2,40,14,Citrus Leaf Miner,Citrus Psylla
6.1,41,15,Citrus Leaf Miner,Citrus Psylla
6.6,43,15,Citrus Leaf Miner,Citrus Psylla
6.1,42,12,Citrus Leaf Miner,Citrus Psylla
6.6,43,25,Citrus Leaf Miner,Citrus Psylla
6.5,43,13,Citrus Leaf Miner,Citrus Psylla
6.4,44,18,Citrus Leaf Miner,Citrus Psylla
6.1,44,13,Citrus Leaf Miner,Citrus Psylla
6.6,40,22,Citrus Leaf Miner,Citrus Psylla
6.5,44,14,Citrus Leaf Miner,Citrus Psylla
6.1,43,14,Citrus Leaf Miner,Citrus Psylla
6,43,20,Citrus Leaf Miner,Citrus Psylla
6.5,43,16,Citrus Leaf Miner,Citrus Psylla
6.4,41,13,Citrus Leaf Miner,Citrus Psylla
6.5,42,19,Citrus Leaf Miner,Citrus Psylla
6.4,41,21,Citrus Leaf Miner,Citrus Psylla
6.2,41,14,Citrus Leaf Miner,Citrus Psylla
6.1,44,14,Citrus Leaf Miner,Citrus Psylla
6.7,41,20,Citrus Leaf Miner,Citrus Psylla
6.6,44,21,Citrus Leaf Miner,Citrus Psylla
6.2,41,22,Citrus Leaf Miner,Citrus Psylla
6.2,41,22,Citrus Leaf Miner,Citrus Psylla
6.2,42,21,Citrus Leaf Miner,Citrus Psylla
6.1,41,22,Citrus Leaf Miner,Citrus Psylla
6.2,41,17,Citrus Leaf Miner,Citrus Psylla
6.3,42,25,Citrus Leaf Miner,Citrus Psylla
6.4,44,23,Citrus Leaf Miner,Citrus Psylla
6.7,43,23,Citrus Leaf Miner,Citrus Psylla
6.4,42,14,Citrus Leaf Miner,Citrus Psylla
6.4,43,19,Citrus Leaf Miner,Citrus Psylla
6.2,41,23,Citrus Leaf Miner,Citrus Psylla
6,40,18,Citrus Leaf Miner,Citrus Psylla
6.7,44,18,Citrus Leaf Miner,Citrus Psylla
6,40,23,Citrus Leaf Miner,Citrus Psylla
6.4,42,25,Citrus Leaf Miner,Citrus Psylla
6.4,40,23,Citrus Leaf Miner,Citrus Psylla
6.2,43,22,Citrus Leaf Miner,Citrus Psylla
