SoilPh,RelativeHumidity,SoilTemperature,Fruit
4.3,89,3,Cranberry
5.5,77,7,Cranberry
4.9,91,4,Cranberry
5.1,95,6,Cranberry
5.1,87,3,Cranberry
5.1,91,6,Cranberry
5.2,97,7,Cranberry
4.9,97,8,Cranberry
4,78,9,Cranberry
4.8,94,4,Cranberry
4,79,4,Cranberry
4,82,9,Cranberry
4.7,84,9,Cranberry
4.3,84,8,Cranberry
4.2,85,3,Cranberry
4.6,94,6,Cranberry
5.3,77,6,Cranberry
4.1,97,5,Cranberry
4.7,80,3,Cranberry
5.5,82,9,Cranberry
4.8,88,9,Cranberry
4.3,98,7,Cranberry
5.1,84,3,Cranberry
4.6,87,3,Cranberry
4.6,97,8,Cranberry
4.6,89,2,Cranberry
4.8,79,1,Cranberry
5,78,9,Cranberry
5.4,75,5,Cranberry
4.5,77,6,Cranberry
4.5,76,7,Cranberry
5.1,81,1,Cranberry
4.9,90,7,Cranberry
4.9,88,8,Cranberry
4.1,83,2,Cranberry
4.7,84,5,Cranberry
4,82,7,Cranberry
5.3,95,6,Cranberry
5.4,97,7,Cranberry
4.5,98,1,Cranberry
4.8,75,7,Cranberry
5.3,89,1,Cranberry
5.2,79,2,Cranberry
5.4,93,5,Cranberry
4.4,78,1,Cranberry
5.4,89,2,Cranberry
4.3,87,2,Cranberry
5.4,85,10,Cranberry
4.4,98,4,Cranberry
4.1,86,7,Cranberry
4.3,87,9,Cranberry
5.2,81,3,Cranberry
4.6,93,8,Cranberry
4.5,93,3,Cranberry
5,77,5,Cranberry
4.1,89,9,Cranberry
4.6,85,3,Cranberry
4,90,2,Cranberry
5,92,9,Cranberry
4.3,95,7,Cranberry
5.1,94,5,Cranberry
4.2,85,9,Cranberry
5.1,92,6,Cranberry
4.9,91,5,Cranberry
4.3,85,3,Cranberry
4.9,86,6,Cranberry
4.5,90,2,Cranberry
4.9,94,2,Cranberry
5,77,8,Cranberry
4,94,6,Cranberry
5.1,80,8,Cranberry
4.7,85,7,Cranberry
4.8,97,1,Cranberry
4.3,85,10,Cranberry
4.5,83,1,Cranberry
5,86,2,Cranberry
4.1,93,2,Cranberry
5.2,77,8,Cranberry
5,82,5,Cranberry
4.5,96,3,Cranberry
4.8,76,1,Cranberry
4.9,93,9,Cranberry
4.1,80,3,Cranberry
4.7,79,6,Cranberry
4.1,95,0,Cranberry
5.1,96,9,Cranberry
5.4,90,8,Cranberry
4.9,88,2,Cranberry
4.3,87,8,Cranberry
4.5,87,0,Cranberry
4.8,93,6,Cranberry
4.4,95,2,Cranberry
4.9,91,3,Cranberry
4.5,97,4,Cranberry
4.8,95,0,Cranberry
4.2,80,1,Cranberry
4.8,81,6,Cranberry
5.1,88,5,Cranberry
5.3,89,9,Cranberry
4.6,94,4,Cranberry
4.4,77,7,Cranberry
5.3,88,6,Cranberry
5.4,96,7,Cranberry
5.4,96,6,Cranberry
5.4,93,6,Cranberry
5.4,92,9,Cranberry
5.1,87,8,Cranberry
5.4,87,9,Cranberry
5.1,89,6,Cranberry
4.2,85,4,Cranberry
4.7,82,0,Cranberry
5.4,82,3,Cranberry
4.3,89,1,Cranberry
5.1,87,2,Cranberry
5.4,95,4,Cranberry
4.8,86,1,Cranberry
4.8,97,2,Cranberry
5.2,89,4,Cranberry
5.3,93,8,Cranberry
5.5,79,1,Cranberry
5,88,2,Cranberry
4.1,78,6,Cranberry
5.3,84,5,Cranberry
5.3,83,7,Cranberry
5,88,2,Cranberry
4.2,97,9,Cranberry
5.4,87,10,Cranberry
5.2,88,7,Cranberry
4,94,9,Cranberry
5.1,95,6,Cranberry
5.2,96,1,Cranberry
4.4,85,2,Cranberry
4.7,94,8,Cranberry
4.2,94,8,Cranberry
5.3,96,2,Cranberry
5.1,85,1,Cranberry
5.4,76,5,Cranberry
5,76,2,Cranberry
5.4,83,7,Cranberry
4.5,80,0,Cranberry
4.5,97,1,Cranberry
4.3,80,3,Cranberry
4.4,82,1,Cranberry
5,83,10,Cranberry
4.3,85,4,Cranberry
5.4,85,10,Cranberry
4.4,96,1,Cranberry
4.9,93,7,Cranberry
4.6,94,7,Cranberry
4.7,76,3,Cranberry
4.4,88,7,Cranberry
5,90,6,Cranberry
5.2,85,7,Cranberry
4.4,94,1,Cranberry
4.8,93,3,Cranberry
4.7,78,10,Cranberry
5.2,96,3,Cranberry
4.1,83,8,Cranberry
4.7,76,5,Cranberry
4.4,86,5,Cranberry
4.6,79,2,Cranberry
4.8,90,3,Cranberry
5,82,5,Cranberry
4.8,92,10,Cranberry
5.2,85,3,Cranberry
4.5,83,1,Cranberry
4.1,80,9,Cranberry
4.4,92,2,Cranberry
4.3,89,8,Cranberry
4.8,79,5,Cranberry
4.9,80,6,Cranberry
4.6,94,10,Cranberry
4.6,79,6,Cranberry
5.3,95,6,Cranberry
4.7,97,10,Cranberry
5.3,84,7,Cranberry
5.4,88,7,Cranberry
4.4,94,4,Cranberry
5.1,89,0,Cranberry
4.4,79,6,Cranberry
5,86,2,Cranberry
4.1,96,3,Cranberry
4.1,79,8,Cranberry
5.2,92,3,Cranberry
4.9,87,0,Cranberry
4.3,80,1,Cranberry
5.2,81,9,Cranberry
4.6,87,10,Cranberry
4.7,89,3,Cranberry
4.3,95,1,Cranberry
5.2,87,4,Cranberry
4.2,94,6,Cranberry
4.3,79,9,Cranberry
5.4,96,1,Cranberry
5.4,92,7,Cranberry
4,78,10,Cranberry
4.5,85,5,Cranberry
4.4,81,8,Cranberry
5.2,97,6,Cranberry
4.5,84,9,Cranberry
5,98,4,Cranberry
4.7,79,2,Cranberry
5.3,88,4,Cranberry
4.3,90,5,Cranberry
5.1,87,6,Cranberry
4.2,76,0,Cranberry
5,79,2,Cranberry
4,95,6,Cranberry
4.3,92,3,Cranberry
5.5,90,7,Cranberry
4.9,77,6,Cranberry
4.2,89,0,Cranberry
5.2,92,6,Cranberry
4.6,85,8,Cranberry
4.9,96,9,Cranberry
4.4,75,4,Cranberry
4.2,83,8,Cranberry
4.8,93,2,Cranberry
4.1,90,5,Cranberry
4.4,98,4,Cranberry
4.5,85,8,Cranberry
5.3,89,1,Cranberry
4.3,93,4,Cranberry
4.3,95,8,Cranberry
4.6,94,4,Cranberry
4.1,81,10,Cranberry
4.8,78,5,Cranberry
4.8,94,1,Cranberry
4.6,79,4,Cranberry
4.1,81,2,Cranberry
4.9,85,3,Cranberry
4.4,88,9,Cranberry
5.3,97,7,Cranberry
4.9,91,4,Cranberry
4.2,87,3,Cranberry
5.4,81,8,Cranberry
4.7,92,5,Cranberry
4.6,77,0,Cranberry
4.8,80,7,Cranberry
4.6,86,3,Cranberry
5.3,91,7,Cranberry
4.2,79,4,Cranberry
4.6,77,4,Cranberry
4.5,81,1,Cranberry
5.3,82,2,Cranberry
5,83,0,Cranberry
4.4,89,5,Cranberry
5.2,93,1,Cranberry
5.1,92,6,Cranberry
5.5,80,5,Cranberry
5,84,2,Cranberry
4.7,84,10,Cranberry
4.4,85,2,Cranberry
4.4,97,1,Cranberry
4.2,77,5,Cranberry
5.3,94,8,Cranberry
5.5,77,2,Cranberry
5.3,75,9,Cranberry
5.4,80,8,Cranberry
4.3,81,7,Cranberry
4.6,84,6,Cranberry
5.1,93,5,Cranberry
4.8,85,5,Cranberry
5.3,91,7,Cranberry
5.1,94,6,Cranberry
4.9,95,8,Cranberry
4.8,94,2,Cranberry
5.3,93,4,Cranberry
4.4,96,8,Cranberry
5.4,98,7,Cranberry
5.3,89,8,Cranberry
4,77,8,Cranberry
4.3,93,3,Cranberry
5.2,83,2,Cranberry
5.1,96,2,Cranberry
4.7,84,5,Cranberry
4.6,85,5,Cranberry
4.4,76,3,Cranberry
5.2,76,8,Cranberry
5.1,82,9,Cranberry
5.3,83,4,Cranberry
5.3,97,5,Cranberry
5.2,76,7,Cranberry
5.2,81,9,Cranberry
4.5,78,0,Cranberry
5,85,1,Cranberry
4.6,80,10,Cranberry
4.4,98,3,Cranberry
5,77,6,Cranberry
4.1,97,5,Cranberry
4.3,94,0,Cranberry
5,84,5,Cranberry
5.3,78,6,Cranberry
5.3,79,8,Cranberry
5,76,5,Cranberry
4.2,96,4,Cranberry
4.9,89,7,Cranberry
4.1,80,3,Cranberry
5.2,77,6,Cranberry
4.5,78,2,Cranberry
4,92,3,Cranberry
4.8,94,5,Cranberry
5,92,8,Cranberry
4.6,91,10,Cranberry
4.1,95,1,Cranberry
4.1,78,6,Cranberry
5.2,82,10,Cranberry
4.1,83,1,Cranberry
4.3,90,5,Cranberry
4.2,91,7,Cranberry
5.3,87,9,Cranberry
4.1,97,7,Cranberry
5.2,96,0,Cranberry
4.3,96,2,Cranberry
4.6,85,6,Cranberry
5.3,82,4,Cranberry
4.3,79,5,Cranberry
4.7,76,4,Cranberry
5.3,97,5,Cranberry
5.1,93,8,Cranberry
5.3,90,8,Cranberry
4.5,84,4,Cranberry
5.5,86,7,Cranberry
4.8,86,5,Cranberry
5.1,85,3,Cranberry
5,95,5,Cranberry
5,98,2,Cranberry
4.2,93,2,Cranberry
6.3,92,32,Grapes
6.5,91,31,Grapes
6.3,92,27,Grapes
6.3,91,27,Grapes
6.3,92,27,Grapes
6.9,93,31,Grapes
6,93,29,Grapes
7,93,27,Grapes
6.6,93,28,Grapes
6.7,92,29,Grapes
6.7,94,29,Grapes
6.1,94,31,Grapes
6.9,91,25,Grapes
6.1,93,29,Grapes
6.5,93,28,Grapes
6.2,94,29,Grapes
6.6,94,25,Grapes
6.1,93,31,Grapes
6.1,90,31,Grapes
6.1,95,31,Grapes
6.4,91,29,Grapes
6.5,92,27,Grapes
6.8,94,28,Grapes
6.1,94,26,Grapes
6,93,32,Grapes
6.9,92,29,Grapes
6.6,90,26,Grapes
7,94,29,Grapes
6.1,92,31,Grapes
6.8,94,30,Grapes
6.9,95,28,Grapes
6.6,91,29,Grapes
6,93,31,Grapes
6.3,92,25,Grapes
6.5,92,28,Grapes
6.2,92,32,Grapes
6.7,92,31,Grapes
6.5,95,26,Grapes
6.8,93,29,Grapes
6.1,93,28,Grapes
6.4,93,29,Grapes
6.5,91,28,Grapes
6,93,29,Grapes
6.7,90,28,Grapes
6.9,91,29,Grapes
6.6,92,32,Grapes
6.9,92,26,Grapes
6.7,93,28,Grapes
6.1,94,26,Grapes
6.5,92,28,Grapes
6.7,93,32,Grapes
6.9,92,28,Grapes
6.6,90,27,Grapes
6.4,90,26,Grapes
7,92,32,Grapes
6.2,93,27,Grapes
6.5,93,30,Grapes
6.8,92,26,Grapes
6.1,91,26,Grapes
6.4,93,25,Grapes
6.5,93,28,Grapes
6.6,92,26,Grapes
6.3,93,27,Grapes
6.1,95,28,Grapes
6,95,29,Grapes
6.6,93,31,Grapes
6.1,93,28,Grapes
6.6,92,29,Grapes
6.3,93,29,Grapes
6,92,26,Grapes
7,91,31,Grapes
6.3,93,27,Grapes
6.3,92,32,Grapes
6.8,93,28,Grapes
6.2,94,31,Grapes
6.7,91,30,Grapes
6.9,91,27,Grapes
6.6,93,31,Grapes
6.2,94,25,Grapes
6.9,93,29,Grapes
6.7,94,30,Grapes
6.3,93,28,Grapes
6.5,93,31,Grapes
6.9,92,30,Grapes
6.1,95,26,Grapes
7,93,31,Grapes
6.3,91,30,Grapes
6,94,25,Grapes
6.3,94,26,Grapes
6.1,92,26,Grapes
6.8,93,31,Grapes
6.8,95,25,Grapes
6.7,94,27,Grapes
6.1,91,29,Grapes
6.3,95,28,Grapes
6.6,93,30,Grapes
6.2,94,25,Grapes
6.5,93,31,Grapes
6.1,90,26,Grapes
6.2,92,29,Grapes
6.3,93,32,Grapes
6.2,92,26,Grapes
6.5,92,28,Grapes
6.1,93,30,Grapes
6.1,91,30,Grapes
6.4,94,27,Grapes
6.9,90,31,Grapes
6.9,95,29,Grapes
6.2,94,30,Grapes
6.3,91,28,Grapes
6,91,26,Grapes
6.6,93,28,Grapes
6.1,95,30,Grapes
6.5,91,32,Grapes
6.3,93,29,Grapes
6.1,93,30,Grapes
6.5,90,28,Grapes
6.9,93,30,Grapes
7,90,27,Grapes
6.5,94,31,Grapes
6.3,93,27,Grapes
6.5,92,25,Grapes
6.1,91,27,Grapes
6.6,93,32,Grapes
6.9,94,28,Grapes
6.5,93,32,Grapes
6.7,90,28,Grapes
7,92,31,Grapes
6.6,95,27,Grapes
6.9,92,28,Grapes
6.1,92,28,Grapes
6.6,92,29,Grapes
6.6,91,29,Grapes
6.7,91,31,Grapes
6.7,91,26,Grapes
6.1,92,25,Grapes
6.9,93,30,Grapes
6.9,94,32,Grapes
6.3,94,28,Grapes
6.5,90,26,Grapes
6.3,92,25,Grapes
6.4,94,30,Grapes
6.9,91,30,Grapes
6.6,95,26,Grapes
7,93,29,Grapes
6.6,93,30,Grapes
6.3,91,28,Grapes
6.9,91,29,Grapes
6.6,92,31,Grapes
6.2,92,29,Grapes
6.8,93,28,Grapes
6.1,95,31,Grapes
6.3,92,29,Grapes
6.2,90,28,Grapes
6.6,95,26,Grapes
6.3,92,26,Grapes
6.6,94,30,Grapes
6.3,91,29,Grapes
6.4,92,31,Grapes
6.1,91,25,Grapes
6.6,91,26,Grapes
6.1,93,31,Grapes
6.6,93,31,Grapes
6.5,90,28,Grapes
6.2,94,28,Grapes
6.7,92,32,Grapes
6.7,93,29,Grapes
6.7,95,30,Grapes
6.3,92,30,Grapes
6.6,92,30,Grapes
6.1,94,26,Grapes
6.8,94,32,Grapes
6.4,91,32,Grapes
6.9,92,29,Grapes
6.2,93,30,Grapes
6.8,90,28,Grapes
6.2,92,25,Grapes
6,91,30,Grapes
6.7,95,27,Grapes
6.7,90,25,Grapes
6.7,90,27,Grapes
7,94,28,Grapes
6.9,91,26,Grapes
6.7,93,32,Grapes
7,95,29,Grapes
6.2,95,28,Grapes
6.3,93,26,Grapes
6.7,92,25,Grapes
6.8,94,27,Grapes
6.5,91,30,Grapes
6.9,90,31,Grapes
6.8,91,26,Grapes
6.9,92,32,Grapes
6.3,91,32,Grapes
6.1,94,27,Grapes
6.6,91,29,Grapes
6.1,94,28,Grapes
6.7,92,29,Grapes
6.1,93,30,Grapes
6.8,90,30,Grapes
6.3,91,28,Grapes
6.7,91,29,Grapes
6,90,30,Grapes
7,93,29,Grapes
6.6,91,30,Grapes
7,93,29,Grapes
6.3,91,30,Grapes
6.6,92,31,Grapes
6.5,91,27,Grapes
6.6,94,26,Grapes
6.2,94,28,Grapes
6.1,91,25,Grapes
6.9,93,29,Grapes
6.6,92,31,Grapes
6.3,91,31,Grapes
6.7,93,28,Grapes
6.7,91,25,Grapes
6.2,94,30,Grapes
7,91,29,Grapes
6.3,91,26,Grapes
6,95,30,Grapes
6.7,92,26,Grapes
6.6,92,26,Grapes
6.7,91,29,Grapes
6.9,90,32,Grapes
7,95,26,Grapes
6.2,92,30,Grapes
6.4,92,28,Grapes
6.6,93,32,Grapes
6.7,94,26,Grapes
6,93,30,Grapes
6,91,30,Grapes
6.8,93,31,Grapes
6.2,91,27,Grapes
6.3,92,30,Grapes
7,90,28,Grapes
6.8,93,32,Grapes
6.7,94,26,Grapes
6,93,28,Grapes
6.3,94,26,Grapes
6.8,90,25,Grapes
6.7,90,27,Grapes
6.4,95,31,Grapes
6.7,93,28,Grapes
6.5,92,28,Grapes
6.2,90,26,Grapes
6.1,94,29,Grapes
6.1,93,30,Grapes
6.8,93,30,Grapes
6.8,95,29,Grapes
6.3,94,32,Grapes
6.4,91,25,Grapes
6,94,30,Grapes
6.1,94,28,Grapes
6.1,95,30,Grapes
6.5,90,28,Grapes
6,93,30,Grapes
6.1,91,31,Grapes
6.4,91,28,Grapes
6.2,94,32,Grapes
6.5,92,28,Grapes
6.2,95,27,Grapes
6.4,95,26,Grapes
6.3,90,29,Grapes
6.9,90,27,Grapes
6.1,94,27,Grapes
6.6,93,29,Grapes
6.3,95,32,Grapes
6.9,91,29,Grapes
6.7,92,26,Grapes
6.5,95,29,Grapes
6.9,93,27,Grapes
6.4,93,30,Grapes
6.8,93,29,Grapes
6.8,94,29,Grapes
6.8,92,30,Grapes
6.5,91,25,Grapes
6.2,93,32,Grapes
6.5,95,31,Grapes
6.4,93,30,Grapes
6.7,92,26,Grapes
6.3,90,28,Grapes
6.1,90,31,Grapes
6.4,94,26,Grapes
6.1,93,31,Grapes
6.4,92,28,Grapes
6.4,92,28,Grapes
6.3,95,28,Grapes
6.9,93,30,Grapes
6.8,95,30,Grapes
6.2,95,30,Grapes
6.3,91,25,Grapes
6.4,91,27,Grapes
6.2,94,31,Grapes
6.5,93,30,Grapes
6.4,94,30,Grapes
6.5,94,30,Grapes
6.1,94,28,Grapes
6.1,92,31,Grapes
6.8,94,26,Grapes
6.9,93,27,Grapes
6.8,92,29,Grapes
6.3,95,29,Grapes
7,90,26,Grapes
6.2,90,30,Grapes
6.3,92,25,Grapes
6.7,92,31,Grapes
6.6,93,28,Grapes
6.8,93,29,Grapes
6.7,93,27,Grapes
6.5,95,30,Grapes
7,91,27,Grapes
6.2,91,30,Grapes
6.8,92,25,Grapes
6.9,90,31,Grapes
6.2,91,28,Grapes
6.5,91,26,Grapes
6.4,94,27,Grapes
6.2,94,26,Grapes
6.8,90,27,Grapes
6.7,93,27,Grapes
6.5,90,31,Grapes
6.7,90,27,Grapes
6.4,91,27,Grapes
6.4,93,27,Grapes
6.3,94,26,Grapes
6,93,29,Grapes
6.5,93,27,Grapes
6,90,32,Grapes
6.8,93,30,Grapes
6.7,94,30,Grapes
6.7,94,29,Grapes
6.5,91,25,Grapes
6.8,94,30,Grapes
6.9,95,31,Grapes
6.1,93,31,Grapes
6.7,91,32,Grapes
6.1,92,32,Grapes
6.7,92,27,Grapes
6.9,93,28,Grapes
6.4,92,26,Grapes
6.5,94,31,Grapes
6.3,93,29,Grapes
6.3,94,29,Grapes
6.7,94,32,Grapes
6.3,91,26,Grapes
6.5,91,31,Grapes
6.5,90,28,Grapes
6.1,94,27,Grapes
6.7,93,25,Grapes
6.1,93,28,Grapes
6.1,94,28,Grapes
6.3,91,29,Grapes
6.5,92,25,Grapes
6.2,90,31,Grapes
6.2,95,27,Grapes
7,95,27,Grapes
6.8,93,26,Grapes
6.9,92,31,Grapes
6.9,91,31,Grapes
6.7,93,26,Grapes
6.4,93,27,Grapes
6.6,93,28,Grapes
6.7,94,26,Grapes
6.9,95,29,Grapes
6.1,92,26,Grapes
6.1,92,30,Grapes
6.7,93,26,Grapes
6.9,95,28,Grapes
6.4,93,26,Grapes
6.3,93,27,Grapes
6.6,95,31,Grapes
6.8,91,31,Grapes
6.4,93,28,Grapes
7,93,29,Grapes
6.7,93,28,Grapes
6.9,91,29,Grapes
6.4,91,31,Grapes
6.9,95,28,Grapes
6.8,94,25,Grapes
6.1,95,32,Grapes
6.4,94,31,Grapes
6.1,94,32,Grapes
6.8,91,30,Grapes
6.7,94,32,Grapes
6,95,30,Grapes
6.6,92,28,Grapes
6.2,91,28,Grapes
6.3,94,25,Grapes
6.1,92,30,Grapes
6.3,93,26,Grapes
6.1,93,30,Grapes
6.5,94,28,Grapes
6.5,92,28,Grapes
6.2,94,30,Grapes
6.1,92,25,Grapes
6.5,91,30,Grapes
6.1,91,29,Grapes
6.3,92,31,Grapes
6.3,92,26,Grapes
6.5,91,27,Grapes
6.9,92,29,Grapes
6.3,93,27,Grapes
6.1,90,29,Grapes
7,92,29,Grapes
6.9,93,30,Grapes
6.8,92,30,Grapes
6.3,91,25,Grapes
6.2,94,29,Grapes
6.8,91,26,Grapes
6.7,94,27,Grapes
6.3,95,31,Grapes
6.9,92,28,Grapes
6.8,92,29,Grapes
6.5,93,28,Grapes
6.9,91,26,Grapes
6.6,91,29,Grapes
6.6,92,27,Grapes
6.2,94,26,Grapes
6.5,93,30,Grapes
6.7,92,25,Grapes
6.5,91,30,Grapes
6.7,95,29,Grapes
6.1,94,29,Grapes
6.8,93,27,Grapes
6.7,93,28,Grapes
6.5,90,31,Grapes
6.9,91,30,Grapes
6,90,31,Grapes
6.9,93,30,Grapes
6.6,90,31,Grapes
6.8,92,26,Grapes
6.2,92,31,Grapes
6.3,93,31,Grapes
6.8,92,29,Grapes
6.8,92,29,Grapes
6.6,90,30,Grapes
6.8,91,27,Grapes
6.5,95,26,Grapes
6.7,94,29,Grapes
6.5,90,30,Grapes
6.2,91,31,Grapes
6.9,92,31,Grapes
6,91,31,Grapes
6.8,90,27,Grapes
6.4,94,25,Grapes
6.5,92,28,Grapes
6.7,94,30,Grapes
6.3,90,29,Grapes
6.5,90,29,Grapes
6.8,93,31,Grapes
6.4,95,31,Grapes
6.5,94,30,Grapes
6.1,94,30,Grapes
6.6,91,31,Grapes
6.7,93,29,Grapes
6.1,95,31,Grapes
6.6,95,28,Grapes
7,92,27,Grapes
6.1,94,32,Grapes
6.1,91,28,Grapes
6.2,94,29,Grapes
6.6,92,29,Grapes
6.3,90,28,Grapes
6.5,93,28,Grapes
6.3,93,28,Grapes
6.8,92,27,Grapes
6.4,94,30,Grapes
6.1,90,31,Grapes
6.1,93,25,Grapes
6.3,90,25,Grapes
6.9,90,31,Grapes
6.4,95,26,Grapes
6.2,92,26,Grapes
6.2,91,26,Grapes
6.7,95,31,Grapes
6.3,92,26,Grapes
6.2,90,30,Grapes
6.9,90,30,Grapes
6.7,93,32,Grapes
6.1,95,26,Grapes
6.8,94,27,Grapes
6,92,26,Grapes
6.9,93,27,Grapes
6.4,92,28,Grapes
6.3,95,29,Grapes
6.1,91,29,Grapes
6.9,93,31,Grapes
6,94,25,Grapes
6.8,91,26,Grapes
6.2,90,30,Grapes
7,91,32,Grapes
6.3,92,28,Grapes
6.1,95,30,Grapes
6.1,91,30,Grapes
6.4,91,32,Grapes
6.6,92,31,Grapes
6.6,91,28,Grapes
6.7,93,31,Grapes
6.6,92,28,Grapes
6.1,53,34,Mango
6.4,51,32,Mango
6.1,54,29,Mango
5.9,53,30,Mango
6.5,54,31,Mango
5.8,52,31,Mango
5.8,51,32,Mango
7.2,54,35,Mango
6.8,54,36,Mango
7.4,53,36,Mango
6.8,52,30,Mango
5.7,53,30,Mango
6.9,52,29,Mango
5.9,53,28,Mango
7.2,53,31,Mango
5.8,52,35,Mango
6,53,28,Mango
7.4,51,33,Mango
5.7,51,33,Mango
6.7,54,28,Mango
7.3,52,36,Mango
5.5,54,27,Mango
6.3,52,34,Mango
6.6,50,34,Mango
6.4,51,28,Mango
7.3,50,35,Mango
5.8,54,27,Mango
6.9,50,29,Mango
5.5,55,33,Mango
7.2,50,28,Mango
5.9,55,31,Mango
7.1,51,29,Mango
6.7,55,33,Mango
5.8,50,30,Mango
6.2,52,33,Mango
6.5,52,28,Mango
5.9,51,33,Mango
6.3,54,31,Mango
7.2,52,32,Mango
5.6,54,32,Mango
5.7,54,33,Mango
6.1,51,31,Mango
5.6,50,35,Mango
6.2,52,36,Mango
6.8,50,32,Mango
6.3,52,36,Mango
7.2,54,35,Mango
7.4,54,27,Mango
5.8,52,33,Mango
6.6,54,35,Mango
6.8,55,36,Mango
7.4,51,27,Mango
7.2,50,28,Mango
7.3,51,27,Mango
5.7,51,27,Mango
6.5,50,35,Mango
7,54,28,Mango
6.2,52,32,Mango
6.7,50,29,Mango
5.5,55,30,Mango
6.6,52,28,Mango
7.4,54,31,Mango
7,51,36,Mango
5.8,50,31,Mango
7.4,55,31,Mango
6.2,54,31,Mango
6.8,51,34,Mango
6.3,51,32,Mango
5.8,53,33,Mango
6,50,28,Mango
5.6,53,36,Mango
6.1,54,32,Mango
7.2,52,30,Mango
5.6,52,36,Mango
6.5,52,29,Mango
6.9,50,33,Mango
6.6,54,31,Mango
6.2,51,33,Mango
7.1,54,33,Mango
7,55,31,Mango
5.5,51,35,Mango
5.8,51,35,Mango
7.4,54,28,Mango
6.9,55,34,Mango
5.7,53,32,Mango
7.1,51,29,Mango
6.6,54,34,Mango
7.1,54,34,Mango
6,50,31,Mango
7.3,53,32,Mango
7.3,54,27,Mango
6.8,53,28,Mango
7.1,51,34,Mango
5.7,51,28,Mango
6.1,52,29,Mango
5.6,54,34,Mango
6.7,52,33,Mango
6.9,52,32,Mango
7.1,52,33,Mango
7.3,52,29,Mango
6.5,51,27,Mango
6.9,51,27,Mango
6.6,54,32,Mango
5.8,53,35,Mango
5.9,53,31,Mango
7.1,51,28,Mango
7.3,54,33,Mango
5.9,52,32,Mango
6.3,51,29,Mango
5.7,52,29,Mango
7.2,54,33,Mango
7.1,54,31,Mango
7.5,51,33,Mango
7,52,32,Mango
6.8,51,30,Mango
6.5,54,31,Mango
6.4,54,28,Mango
6.8,52,34,Mango
7.5,54,30,Mango
5.8,50,28,Mango
6.4,55,34,Mango
6,54,33,Mango
7,54,35,Mango
5.7,52,31,Mango
7.4,51,27,Mango
6.1,51,30,Mango
6,51,34,Mango
5.8,51,33,Mango
6.6,51,30,Mango
6.9,51,33,Mango
7.2,54,32,Mango
6.5,50,30,Mango
6.3,53,31,Mango
6.6,53,29,Mango
5.8,51,28,Mango
6,51,34,Mango
6.3,54,27,Mango
7.1,52,29,Mango
7,53,27,Mango
5.7,53,34,Mango
6.4,54,35,Mango
5.7,51,32,Mango
6.8,51,31,Mango
6.1,52,33,Mango
7.2,52,33,Mango
6.5,52,36,Mango
7.2,51,36,Mango
7.1,51,27,Mango
6.7,55,29,Mango
6.3,51,35,Mango
6.2,55,29,Mango
7.3,54,31,Mango
7,51,35,Mango
7.2,54,35,Mango
6.8,54,31,Mango
7.3,53,36,Mango
6.2,52,31,Mango
6.3,54,27,Mango
6.1,53,28,Mango
6.4,55,34,Mango
7.2,53,27,Mango
6.1,54,35,Mango
6.7,54,32,Mango
7.4,54,32,Mango
6.4,55,34,Mango
6.3,55,35,Mango
6.5,54,30,Mango
6.6,54,29,Mango
7.2,54,34,Mango
5.6,52,31,Mango
6.2,52,35,Mango
6.3,53,34,Mango
6.9,53,30,Mango
6.4,51,36,Mango
7.4,51,32,Mango
6.1,54,31,Mango
6.3,50,33,Mango
6.6,53,35,Mango
7,52,30,Mango
5.6,52,29,Mango
6.4,54,34,Mango
5.7,52,35,Mango
6.8,52,35,Mango
7,53,33,Mango
7.1,51,30,Mango
6.5,53,30,Mango
7.2,55,28,Mango
7.4,52,30,Mango
7.2,55,36,Mango
5.7,53,28,Mango
5.7,54,30,Mango
6.2,54,27,Mango
5.9,54,33,Mango
7.2,55,31,Mango
5.7,55,34,Mango
6.7,51,33,Mango
6.3,54,32,Mango
6.6,51,34,Mango
5.7,53,29,Mango
6.8,52,32,Mango
6.9,53,30,Mango
6.8,51,29,Mango
5.9,50,35,Mango
5.8,51,34,Mango
5.9,54,30,Mango
6.9,52,30,Mango
5.6,54,33,Mango
6.5,52,34,Mango
5.6,51,31,Mango
6.4,54,33,Mango
6.8,52,33,Mango
6.5,52,35,Mango
7,52,31,Mango
6,55,32,Mango
6.4,51,36,Mango
6.7,50,33,Mango
7.2,53,29,Mango
6.5,50,36,Mango
7.1,50,31,Mango
6,50,34,Mango
5.6,53,28,Mango
6.5,53,30,Mango
6.8,51,28,Mango
6.5,51,35,Mango
7,52,29,Mango
7,51,35,Mango
5.7,54,35,Mango
5.9,50,33,Mango
6.8,53,29,Mango
7,54,31,Mango
6.3,51,31,Mango
7.3,53,27,Mango
6.2,53,34,Mango
7.5,55,27,Mango
7.1,51,35,Mango
5.8,52,28,Mango
5.5,50,28,Mango
5.6,50,28,Mango
6.7,52,31,Mango
7.1,55,29,Mango
6.8,52,34,Mango
6.1,51,31,Mango
7.2,50,28,Mango
6.8,54,31,Mango
6.8,53,31,Mango
5.6,52,34,Mango
7.4,52,33,Mango
7.1,55,36,Mango
6.2,51,31,Mango
6.2,53,34,Mango
7,54,35,Mango
5.9,54,34,Mango
7,52,32,Mango
7.3,52,32,Mango
5.8,52,36,Mango
5.9,54,32,Mango
5.9,54,33,Mango
