Id,SoilPh,RelativeHumidity,SoilTemperature,Vegetable
1720,6.6,61,24,Cucumber
1721,7,63,21,Cucumber
1722,6.1,62,24,Cucumber
1723,6.7,68,20,Cucumber
1724,6.5,63,24,Cucumber
1725,6.5,64,18,Cucumber
1726,6.6,67,19,Cucumber
1727,6.7,62,22,Cucumber
1728,6.9,69,23,Cucumber
1729,6.8,62,23,Cucumber
1730,6.4,60,19,Cucumber
1731,6.6,68,23,Cucumber
1732,6.2,69,22,Cucumber
1733,6.5,65,23,Cucumber
1734,6.1,64,22,Cucumber
1735,5.6,63,19,Cucumber
1736,6.3,66,20,Cucumber
1737,5.8,68,23,Cucumber
1738,6.4,66,19,Cucumber
1739,5.7,69,21,Cucumber
1740,6.2,67,21,Cucumber
1741,6.1,66,20,Cucumber
1742,6.3,62,20,Cucumber
1743,6.8,67,23,Cucumber
1744,6.8,65,19,Cucumber
1745,6.2,61,20,Cucumber
1746,6.2,66,21,Cucumber
1747,6.3,68,20,Cucumber
1748,7,69,22,Cucumber
1749,6.4,69,19,Cucumber
1750,5.5,70,21,Cucumber
1751,6.7,66,21,Cucumber
1752,7,67,24,Cucumber
1753,6.6,68,22,Cucumber
1754,6,61,22,Cucumber
1755,6,61,19,Cucumber
1756,6.5,68,21,Cucumber
1757,5.6,63,21,Cucumber
1758,6.5,63,19,Cucumber
1759,6.6,67,23,Cucumber
1760,6.7,64,19,Cucumber
1761,5.6,63,22,Cucumber
1762,6.5,63,21,Cucumber
1763,6.1,60,19,Cucumber
1764,6.6,67,22,Cucumber
1765,6.4,61,20,Cucumber
1766,5.6,67,22,Cucumber
1767,5.9,64,23,Cucumber
1768,5.7,61,22,Cucumber
1769,5.5,67,18,Cucumber
1770,6.1,65,23,Cucumber
1771,6.5,60,19,Cucumber
1772,5.6,68,21,Cucumber
1773,7,65,24,Cucumber
1774,6.2,64,21,Cucumber
1775,5.8,69,21,Cucumber
1776,6.7,65,23,Cucumber
1777,7,64,22,Cucumber
1778,6.1,61,21,Cucumber
1779,6.2,62,20,Cucumber
1780,6.2,65,23,Cucumber
1781,6.7,62,21,Cucumber
1782,6.9,63,18,Cucumber
1783,6.7,69,24,Cucumber
1784,6.8,67,22,Cucumber
1785,6,69,23,Cucumber
1786,6.4,69,21,Cucumber
1787,6.8,64,19,Cucumber
1788,6.7,65,23,Cucumber
1789,6.8,68,21,Cucumber
1790,6.9,62,19,Cucumber
1791,6.7,69,22,Cucumber
1792,6.8,62,21,Cucumber
1793,6.5,62,20,Cucumber
1794,6.3,65,20,Cucumber
1795,6.4,64,23,Cucumber
1796,5.6,65,24,Cucumber
1797,5.9,70,21,Cucumber
1798,5.9,65,18,Cucumber
1799,6.9,65,21,Cucumber
1800,6,69,19,Cucumber
1801,5.6,63,19,Cucumber
1802,5.8,64,18,Cucumber
1803,7,69,20,Cucumber
1804,6.7,67,20,Cucumber
1805,5.6,65,21,Cucumber
1806,5.5,66,22,Cucumber
1807,5.8,66,23,Cucumber
1808,6.1,64,19,Cucumber
1809,5.9,64,23,Cucumber
1810,5.9,68,19,Cucumber
1811,5.6,68,18,Cucumber
1812,6.1,61,23,Cucumber
1813,6.5,62,23,Cucumber
1814,5.6,65,18,Cucumber
1815,5.9,69,18,Cucumber
1816,6.8,66,19,Cucumber
1817,6.9,67,22,Cucumber
1818,5.7,66,22,Cucumber
1819,6.1,65,21,Cucumber
1820,6.8,67,20,Cucumber
1821,6.4,64,23,Cucumber
1822,6.4,65,19,Cucumber
1823,6.7,64,22,Cucumber
1824,6.6,64,21,Cucumber
1825,5.6,70,21,Cucumber
1826,6.1,64,18,Cucumber
1827,5.6,60,21,Cucumber
1828,6.9,64,19,Cucumber
1829,6.3,69,21,Cucumber
1830,6,66,20,Cucumber
1831,6,60,20,Cucumber
1832,5.8,69,19,Cucumber
1833,6.2,67,22,Cucumber
1834,5.6,61,23,Cucumber
1835,5.7,67,22,Cucumber
1836,6.7,64,18,Cucumber
1837,5.7,70,18,Cucumber
1838,6.3,64,20,Cucumber
1839,6.7,65,19,Cucumber
1840,5.7,61,21,Cucumber
1841,5.8,65,21,Cucumber
1842,6.7,68,20,Cucumber
1843,6.9,69,21,Cucumber
1844,5.9,66,23,Cucumber
1845,5.6,64,19,Cucumber
1846,5.9,67,24,Cucumber
1847,5.6,68,20,Cucumber
1848,5.7,67,23,Cucumber
1849,6.5,61,23,Cucumber
1850,6.5,63,21,Cucumber
1851,6.6,69,24,Cucumber
1852,6.3,61,23,Cucumber
1853,5.7,64,21,Cucumber
1854,5.9,68,19,Cucumber
1855,6,66,20,Cucumber
1856,6.7,64,23,Cucumber
1857,6.2,65,19,Cucumber
1858,6.5,66,24,Cucumber
1859,5.7,69,18,Cucumber
1860,5.7,64,21,Cucumber
1861,6.2,62,23,Cucumber
1862,6,70,20,Cucumber
1863,6.1,64,19,Cucumber
1864,5.8,66,24,Cucumber
1865,6.1,69,20,Cucumber
1866,5.7,60,22,Cucumber
1867,6.7,68,18,Cucumber
1868,5.8,65,22,Cucumber
1869,6.5,61,21,Cucumber
1870,6.8,65,22,Cucumber
1871,6,67,18,Cucumber
1872,5.9,61,19,Cucumber
1873,6,68,24,Cucumber
1874,6,70,23,Cucumber
1875,5.7,67,21,Cucumber
1876,6.2,65,23,Cucumber
1877,6.4,66,23,Cucumber
1878,6.5,69,22,Cucumber
1879,6.5,61,18,Cucumber
1880,6.8,61,21,Cucumber
1881,5.6,69,19,Cucumber
1882,6.4,69,19,Cucumber
1883,5.8,65,21,Cucumber
1884,6.1,61,21,Cucumber
1885,5.5,69,18,Cucumber
1886,6.2,65,22,Cucumber
1887,6.9,70,19,Cucumber
1888,6,69,21,Cucumber
1889,5.9,60,19,Cucumber
1890,6.9,69,21,Cucumber
1891,6.1,60,19,Cucumber
1892,6.7,67,24,Cucumber
1893,7,67,22,Cucumber
1894,6.3,67,24,Cucumber
1895,6.5,61,20,Cucumber
1896,5.7,61,18,Cucumber
1897,5.9,64,20,Cucumber
1898,6.1,67,23,Cucumber
1899,6,61,22,Cucumber
1900,6,63,23,Cucumber
1901,6.6,67,23,Cucumber
1902,7,64,24,Cucumber
1903,6.1,63,21,Cucumber
1904,6,61,23,Cucumber
1905,6,66,19,Cucumber
1906,6.8,60,21,Cucumber
1907,5.5,66,21,Cucumber
1908,6.6,62,22,Cucumber
1909,6.2,65,22,Cucumber
1910,5.5,67,24,Cucumber
1911,6.2,67,23,Cucumber
1912,6.6,63,21,Cucumber
1913,5.6,61,19,Cucumber
1914,6.3,61,22,Cucumber
1915,5.6,68,21,Cucumber
1916,6.7,61,20,Cucumber
1917,5.8,66,18,Cucumber
1918,6.7,66,20,Cucumber
1919,6.8,69,19,Cucumber
1920,6.9,63,22,Cucumber
1921,5.8,64,23,Cucumber
1922,6.7,70,21,Cucumber
1923,6.5,65,23,Cucumber
1924,6.2,64,20,Cucumber
1925,6.7,68,18,Cucumber
1926,6,61,20,Cucumber
1927,7,69,19,Cucumber
1928,6.2,62,23,Cucumber
1929,5.6,68,21,Cucumber
1930,6,70,20,Cucumber
1931,6.8,62,19,Cucumber
1932,7,60,18,Cucumber
1933,6.8,61,22,Cucumber
1934,5.7,66,21,Cucumber
1935,5.5,63,23,Cucumber
1936,6.3,61,19,Cucumber
1937,6.5,68,23,Cucumber
1938,7,64,22,Cucumber
1939,6.9,63,20,Cucumber
1940,5.5,63,20,Cucumber
1941,6.2,66,24,Cucumber
1942,6,61,22,Cucumber
1943,6.9,68,19,Cucumber
1944,5.6,69,18,Cucumber
1945,5.7,63,19,Cucumber
1946,6.1,70,21,Cucumber
1947,6.8,63,20,Cucumber
1948,6.7,61,20,Cucumber
1949,6.7,60,23,Cucumber
1950,5.9,67,18,Cucumber
1951,6.4,63,22,Cucumber
1952,5.9,69,20,Cucumber
1953,6,70,20,Cucumber
1954,6.9,70,22,Cucumber
1955,6,63,20,Cucumber
1956,5.8,61,21,Cucumber
1957,5.8,65,18,Cucumber
1958,6.2,67,22,Cucumber
1959,7,61,23,Cucumber
1960,6.3,60,23,Cucumber
1961,5.7,61,20,Cucumber
1962,6,67,24,Cucumber
1963,6.4,63,18,Cucumber
1964,6.9,62,24,Cucumber
1965,6,62,18,Cucumber
1966,6.6,64,22,Cucumber
1967,6.8,63,22,Cucumber
1968,6.1,61,19,Cucumber
1969,6.2,69,23,Cucumber
1970,7,65,23,Cucumber
1971,5.8,63,19,Cucumber
1972,6.7,61,18,Cucumber
1973,6.6,61,22,Cucumber
1974,5.7,70,23,Cucumber
1975,6,67,20,Cucumber
1976,6.7,60,22,Cucumber
1977,6.3,67,22,Cucumber
1978,5.9,65,20,Cucumber
1979,6.6,70,19,Cucumber
1980,6.6,62,22,Cucumber
1981,5.9,61,18,Cucumber
1982,7,64,24,Cucumber
1983,6.6,66,20,Cucumber
1984,5.7,67,21,Cucumber
1985,6.7,60,18,Cucumber
1986,5.9,60,23,Cucumber
1987,6.6,70,20,Cucumber
1988,6,60,21,Cucumber
1989,6.3,64,21,Cucumber
1990,6.4,64,18,Cucumber
1991,6.7,61,22,Cucumber
1992,7,63,20,Cucumber
1993,6,62,19,Cucumber
1994,6.6,64,23,Cucumber
1995,6,64,22,Cucumber
1996,5.6,62,23,Cucumber
1997,5.9,61,22,Cucumber
1998,7,60,21,Cucumber
1999,5.6,66,18,Cucumber
2000,6,62,23,Cucumber
2001,5.9,60,26,Eggplant
2002,6.2,59,25,Eggplant
2003,6.4,53,25,Eggplant
2004,6.1,54,25,Eggplant
2005,6.3,52,23,Eggplant
2006,6.4,57,27,Eggplant
2007,5.9,56,23,Eggplant
2008,6,53,28,Eggplant
2009,5.5,53,29,Eggplant
2010,6,51,24,Eggplant
2011,6,54,23,Eggplant
2012,6.1,53,23,Eggplant
2013,5.7,56,25,Eggplant
2014,6,59,29,Eggplant
2015,6,50,27,Eggplant
2016,5.9,60,23,Eggplant
2017,6,56,26,Eggplant
2018,6.1,57,23,Eggplant
2019,6.1,53,23,Eggplant
2020,6,58,28,Eggplant
2021,5.8,50,28,Eggplant
2022,6.5,57,28,Eggplant
2023,6.4,59,24,Eggplant
2024,6.3,56,27,Eggplant
2025,5.9,51,26,Eggplant
2026,6.3,56,24,Eggplant
2027,5.8,51,25,Eggplant
2028,5.5,50,26,Eggplant
2029,6.1,56,22,Eggplant
2030,6.3,53,21,Eggplant
2031,6.2,54,23,Eggplant
2032,6.2,59,23,Eggplant
2033,5.8,52,22,Eggplant
2034,5.8,50,26,Eggplant
2035,5.5,59,25,Eggplant
2036,5.6,50,22,Eggplant
2037,6.5,55,22,Eggplant
2038,5.5,53,25,Eggplant
2039,6,55,27,Eggplant
2040,5.6,59,28,Eggplant
2041,6.4,51,24,Eggplant
2042,6,53,25,Eggplant
2043,5.9,52,26,Eggplant
2044,5.9,58,22,Eggplant
2045,5.5,58,27,Eggplant
2046,5.7,60,22,Eggplant
2047,6.1,55,22,Eggplant
2048,6.4,55,24,Eggplant
2049,6.4,52,23,Eggplant
2050,5.5,54,27,Eggplant
2051,6,56,21,Eggplant
2052,5.8,54,27,Eggplant
2053,5.7,57,24,Eggplant
2054,5.8,60,26,Eggplant
2055,5.9,53,23,Eggplant
2056,5.8,50,28,Eggplant
2057,6.3,55,23,Eggplant
2058,6.4,54,22,Eggplant
2059,6,54,24,Eggplant
2060,6,50,28,Eggplant
2061,6,56,23,Eggplant
2062,5.7,54,22,Eggplant
2063,6,52,21,Eggplant
2064,5.5,53,23,Eggplant
2065,5.6,56,21,Eggplant
2066,5.9,52,25,Eggplant
2067,5.8,50,27,Eggplant
2068,5.8,59,26,Eggplant
2069,6.3,52,21,Eggplant
2070,6.2,56,26,Eggplant
2071,6.1,60,21,Eggplant
2072,5.8,59,24,Eggplant
2073,6,57,24,Eggplant
2074,6.4,53,23,Eggplant
2075,5.9,51,28,Eggplant
2076,6.3,52,26,Eggplant
2077,6.3,55,25,Eggplant
2078,5.7,57,25,Eggplant
2079,6.5,53,24,Eggplant
2080,5.5,53,26,Eggplant
2081,6.2,58,25,Eggplant
2082,5.9,51,24,Eggplant
2083,6.1,59,28,Eggplant
2084,6.1,51,27,Eggplant
2085,6.1,55,26,Eggplant
2086,5.8,59,21,Eggplant
2087,6.2,50,27,Eggplant
2088,5.7,56,22,Eggplant
2089,5.5,57,28,Eggplant
2090,6.1,59,27,Eggplant
2091,5.6,57,23,Eggplant
2092,6.5,55,22,Eggplant
2093,6.4,58,23,Eggplant
2094,5.5,58,28,Eggplant
2095,5.6,54,29,Eggplant
2096,6.4,58,26,Eggplant
2097,5.7,56,25,Eggplant
2098,6,51,27,Eggplant
2099,5.7,52,29,Eggplant
2100,5.6,51,28,Eggplant
2101,6,53,25,Eggplant
2102,6.1,52,22,Eggplant
2103,6,58,23,Eggplant
2104,6.1,58,27,Eggplant
2105,6.5,52,27,Eggplant
2106,6.4,57,24,Eggplant
2107,6.3,54,23,Eggplant
2108,5.7,50,22,Eggplant
2109,6.2,55,27,Eggplant
2110,5.6,58,24,Eggplant
2111,5.7,55,22,Eggplant
2112,6.2,60,22,Eggplant
2113,6.4,53,25,Eggplant
2114,6.2,58,24,Eggplant
2115,5.5,56,22,Eggplant
2116,6.5,54,25,Eggplant
2117,5.5,52,27,Eggplant
2118,6.3,54,22,Eggplant
2119,5.9,53,25,Eggplant
2120,6.1,53,25,Eggplant
2121,6.3,57,24,Eggplant
2122,5.6,54,25,Eggplant
2123,6.2,58,24,Eggplant
2124,6.3,54,27,Eggplant
2125,6.1,51,23,Eggplant
2126,6.3,53,21,Eggplant
2127,5.9,52,26,Eggplant
2128,6.4,55,27,Eggplant
2129,6.2,58,29,Eggplant
2130,5.7,58,26,Eggplant
2131,5.5,55,29,Eggplant
2132,5.6,51,26,Eggplant
2133,5.6,57,29,Eggplant
2134,5.6,53,26,Eggplant
2135,5.9,54,23,Eggplant
2136,6.4,58,22,Eggplant
2137,6.4,54,23,Eggplant
2138,5.8,52,23,Eggplant
2139,6,54,22,Eggplant
2140,5.9,59,24,Eggplant
2141,6.3,55,26,Eggplant
2142,6.2,50,28,Eggplant
2143,5.6,55,22,Eggplant
2144,6.2,52,23,Eggplant
2145,6.3,59,29,Eggplant
2146,5.6,53,21,Eggplant
2147,6.5,50,22,Eggplant
2148,6.5,59,25,Eggplant
2149,5.7,51,26,Eggplant
2150,5.6,54,28,Eggplant
2151,6.4,55,22,Eggplant
2152,6.3,56,23,Eggplant
2153,5.5,50,27,Eggplant
2154,5.9,54,23,Eggplant
2155,6.5,54,25,Eggplant
2156,6.5,54,23,Eggplant
2157,5.6,58,23,Eggplant
2158,5.6,54,24,Eggplant
2159,6.2,60,23,Eggplant
2160,6,55,28,Eggplant
2161,6.5,54,21,Eggplant
2162,6.2,52,26,Eggplant
2163,6,57,23,Eggplant
2164,6.2,60,21,Eggplant
2165,5.8,58,23,Eggplant
2166,5.8,57,29,Eggplant
2167,5.9,54,22,Eggplant
2168,5.8,57,24,Eggplant
2169,6.3,53,24,Eggplant
2170,5.9,57,22,Eggplant
2171,5.7,56,25,Eggplant
2172,6.3,51,29,Eggplant
2173,5.8,60,29,Eggplant
2174,5.6,51,24,Eggplant
2175,5.7,55,25,Eggplant
2176,5.8,53,23,Eggplant
2177,6.1,60,22,Eggplant
2178,5.5,57,24,Eggplant
2179,6.1,51,21,Eggplant
2180,5.7,58,28,Eggplant
2181,6.2,59,29,Eggplant
2182,6.4,55,23,Eggplant
2183,5.7,52,22,Eggplant
2184,6.4,57,26,Eggplant
2185,6.4,58,28,Eggplant
2186,5.8,54,25,Eggplant
2187,6.1,52,28,Eggplant
2188,5.8,53,26,Eggplant
2189,6,55,23,Eggplant
2190,5.5,58,23,Eggplant
2191,6.4,55,23,Eggplant
2192,6.3,59,23,Eggplant
2193,6.4,59,23,Eggplant
2194,6.1,53,26,Eggplant
2195,6.4,60,24,Eggplant
2196,6.3,51,28,Eggplant
2197,5.6,54,24,Eggplant
2198,6.3,50,25,Eggplant
2199,6.2,52,27,Eggplant
2200,5.5,55,25,Eggplant
2201,6.1,57,26,Eggplant
2202,5.6,56,24,Eggplant
2203,6.3,59,25,Eggplant
2204,5.7,60,28,Eggplant
2205,6.2,57,26,Eggplant
2206,6.3,51,27,Eggplant
2207,6.2,56,29,Eggplant
2208,6.2,53,25,Eggplant
2209,5.5,55,25,Eggplant
2210,6.2,57,26,Eggplant
2211,5.6,58,25,Eggplant
2212,6,52,29,Eggplant
2213,6.4,59,23,Eggplant
2214,5.8,50,23,Eggplant
2215,6.2,55,25,Eggplant
2216,5.8,59,27,Eggplant
2217,6.4,59,28,Eggplant
2218,5.9,59,26,Eggplant
2219,5.7,57,27,Eggplant
2220,5.9,54,25,Eggplant
2221,6.1,59,23,Eggplant
2222,5.8,56,25,Eggplant
2223,6,59,25,Eggplant
2224,6.2,59,26,Eggplant
2225,6.1,58,22,Eggplant
2226,6.2,59,26,Eggplant
2227,6,57,28,Eggplant
2228,6.1,51,28,Eggplant
2229,6.3,56,23,Eggplant
2230,6.1,57,25,Eggplant
2231,5.5,54,22,Eggplant
2232,5.9,52,28,Eggplant
2233,5.5,53,21,Eggplant
2234,5.8,52,22,Eggplant
2235,5.7,57,22,Eggplant
2236,6.4,59,25,Eggplant
2237,5.6,58,26,Eggplant
2238,6.3,56,22,Eggplant
2239,6.3,54,24,Eggplant
2240,5.9,55,24,Eggplant
2241,6.1,60,29,Eggplant
2242,5.6,57,25,Eggplant
2243,6.4,59,25,Eggplant
2244,5.8,54,25,Eggplant
2245,5.7,58,21,Eggplant
2246,5.9,59,22,Eggplant
2247,5.7,52,24,Eggplant
2248,5.6,57,22,Eggplant
2249,6.3,54,21,Eggplant
2250,6,51,28,Eggplant
2251,6,51,28,Eggplant
2252,6.3,55,23,Eggplant
2253,5.9,55,26,Eggplant
2254,6.1,53,26,Eggplant
2255,6.2,55,25,Eggplant
2256,5.6,53,24,Eggplant
2257,6.5,54,27,Eggplant
2258,6.4,52,22,Eggplant
2259,6.3,57,25,Eggplant
2260,5.9,55,27,Eggplant
2261,6.4,60,22,Eggplant
2262,6,52,24,Eggplant
2263,6,58,22,Eggplant
2264,6.5,57,24,Eggplant
2265,5.7,56,25,Eggplant
2266,5.7,53,22,Eggplant
2267,6.1,55,22,Eggplant
2268,6,56,26,Eggplant
2269,6.1,59,25,Eggplant
2270,5.9,58,22,Eggplant
2271,5.9,57,25,Eggplant
2272,6.2,58,25,Eggplant
2273,6,57,24,Eggplant
2274,6.1,52,28,Eggplant
2275,5.6,55,24,Eggplant
2276,6.1,53,26,Eggplant
2277,5.9,50,21,Eggplant
2278,6.4,54,22,Eggplant
2279,6.4,51,24,Eggplant
2280,5.8,57,25,Eggplant
2281,6.2,52,24,Eggplant
2282,5.6,59,25,Eggplant
2283,5.9,56,26,Eggplant
2284,5.7,56,25,Eggplant
2285,6.2,55,29,Eggplant
2286,5.9,51,27,Eggplant
2287,6.5,56,28,Eggplant
2288,6.1,59,28,Eggplant
2289,5.7,58,25,Eggplant
2290,5.6,52,25,Eggplant
2291,6.3,53,25,Eggplant
2292,6.1,58,21,Eggplant
2293,5.7,55,22,Eggplant
2294,5.8,59,23,Eggplant
2295,6,59,23,Eggplant
2296,5.9,51,27,Eggplant
2297,6.1,54,22,Eggplant
2298,5.8,59,22,Eggplant
2299,6.5,58,29,Eggplant
2300,5.9,58,29,Eggplant
2301,6,57,22,Eggplant
2302,6.3,52,24,Eggplant
2303,6.2,59,24,Eggplant
2304,6.3,54,24,Eggplant
2305,6.3,51,22,Eggplant
2306,5.8,57,25,Eggplant
2307,6.2,55,28,Eggplant
2308,5.7,52,27,Eggplant
2309,6.1,52,24,Eggplant
2310,6.1,58,24,Eggplant
2311,6.3,59,22,Eggplant
2312,5.5,55,23,Eggplant
2313,6.2,50,25,Eggplant
2314,5.6,54,25,Eggplant
2315,5.7,56,23,Eggplant
2316,6.3,57,29,Eggplant
2317,6.5,52,22,Eggplant
2318,5.6,54,23,Eggplant
2319,6,52,25,Eggplant
2320,5.5,50,21,Eggplant
2321,6.5,60,22,Eggplant
2322,6.2,55,26,Eggplant
2323,5.8,54,27,Eggplant
2324,5.9,59,23,Eggplant
2325,6.1,55,21,Eggplant
2326,5.9,58,22,Eggplant
2327,6.1,54,28,Eggplant
2328,5.5,52,25,Eggplant
2329,6.4,57,27,Eggplant
2330,5.9,57,26,Eggplant
2331,6.5,58,25,Eggplant
2332,6,50,28,Eggplant
2333,6.3,60,23,Eggplant
2334,5.5,58,25,Eggplant
2335,6.3,54,21,Eggplant
2336,6.1,53,29,Eggplant
2337,6.2,60,26,Eggplant
2338,5.9,52,22,Eggplant
2339,6.1,60,23,Eggplant
2340,6.3,52,25,Eggplant
2341,5.8,50,22,Eggplant
2342,6.3,59,28,Eggplant
2343,6.4,55,23,Eggplant
2344,5.5,58,25,Eggplant
2345,5.7,57,26,Eggplant
2346,6.1,59,29,Eggplant
2347,6.2,50,26,Eggplant
2348,6.4,57,28,Eggplant
2349,6.5,55,26,Eggplant
2350,5.8,51,24,Eggplant
2351,5.8,56,21,Eggplant
2352,6.4,54,25,Eggplant
2353,5.6,58,21,Eggplant
2354,6.2,51,23,Eggplant
2355,6.3,56,29,Eggplant
2356,5.8,52,27,Eggplant
2357,5.7,58,23,Eggplant
2358,5.7,55,22,Eggplant
2359,5.8,56,24,Eggplant
2360,6,59,22,Eggplant
2361,5.9,58,22,Eggplant
2362,5.6,51,23,Eggplant
2363,5.6,56,28,Eggplant
2364,5.6,56,27,Eggplant
2365,6.1,58,22,Eggplant
2366,6,51,24,Eggplant
2367,5.6,50,22,Eggplant
2368,6,52,26,Eggplant
2369,5.9,54,28,Eggplant
2370,6.4,53,22,Eggplant
2371,6.1,56,25,Eggplant
2372,6.2,54,22,Eggplant
2373,5.9,58,27,Eggplant
2374,5.7,54,24,Eggplant
2375,6.2,59,28,Eggplant
2376,5.7,57,27,Eggplant
2377,5.9,57,22,Eggplant
2378,6,51,27,Eggplant
2379,5.8,56,23,Eggplant
2380,5.8,57,21,Eggplant
2381,5.8,53,22,Eggplant
2382,5.6,59,24,Eggplant
2383,5.9,58,21,Eggplant
2384,5.6,57,28,Eggplant
2385,6,60,29,Eggplant
2386,6.3,53,28,Eggplant
2387,5.9,57,24,Eggplant
2388,5.7,58,28,Eggplant
2389,6,55,28,Eggplant
2390,6.3,53,27,Eggplant
2391,6.2,55,22,Eggplant
2392,6.1,51,26,Eggplant
2393,5.8,52,26,Eggplant
2394,6,52,21,Eggplant
2395,6.1,52,24,Eggplant
2396,5.6,60,25,Eggplant
2397,5.9,50,24,Eggplant
2398,5.9,53,23,Eggplant
2399,6.2,60,21,Eggplant
2400,6.1,60,22,Eggplant
2401,5.8,58,22,Eggplant
2402,5.5,51,25,Eggplant
2403,6.4,59,28,Eggplant
2404,5.7,52,26,Eggplant
2405,5.7,59,26,Eggplant
2406,6.5,60,24,Eggplant
2407,6.2,56,29,Eggplant
2408,5.7,51,27,Eggplant
2409,5.8,52,29,Eggplant
2410,6,54,22,Eggplant
2411,6.1,55,24,Eggplant
2412,5.8,59,22,Eggplant
2413,6.5,59,21,Eggplant
2414,5.8,50,28,Eggplant
2415,5.6,56,27,Eggplant
2416,6.2,50,24,Eggplant
2417,6,52,22,Eggplant
2418,5.6,55,26,Eggplant
2419,6,52,29,Eggplant
2420,5.8,51,25,Eggplant
2421,5.6,59,26,Eggplant
2422,5.6,58,22,Eggplant
2423,5.6,51,28,Eggplant
2424,6.2,60,25,Eggplant
2425,5.7,53,22,Eggplant
2426,5.8,54,29,Eggplant
2427,6.2,53,26,Eggplant
2428,5.7,53,27,Eggplant
2429,6.5,60,28,Eggplant
2430,5.9,55,25,Eggplant
2431,6.2,58,27,Eggplant
2432,6.1,50,23,Eggplant
2433,6.4,55,22,Eggplant
2434,6,55,25,Eggplant
2435,5.8,55,28,Eggplant
2436,6.3,58,23,Eggplant
2437,6.2,58,27,Eggplant
2438,5.9,57,27,Eggplant
2439,6.4,52,26,Eggplant
2440,6,58,26,Eggplant
2441,6,54,26,Eggplant
2442,5.8,57,21,Eggplant
2443,5.7,50,21,Eggplant
2444,5.8,51,23,Eggplant
2445,5.8,53,29,Eggplant
2446,5.9,51,28,Eggplant
2447,6.4,51,23,Eggplant
2448,6.2,59,24,Eggplant
2449,6.4,58,22,Eggplant
2450,5.6,53,24,Eggplant
2451,5.9,54,29,Eggplant
2452,6.2,53,23,Eggplant
2453,6.1,52,27,Eggplant
2454,6.2,59,26,Eggplant
2455,6,57,27,Eggplant
2456,6.3,58,26,Eggplant
2457,5.6,55,29,Eggplant
2458,6.3,58,28,Eggplant
2459,6.2,55,23,Eggplant
2460,5.7,60,27,Eggplant
2461,5.6,53,25,Eggplant
2462,6.1,55,22,Eggplant
2463,6.3,51,27,Eggplant
2464,6.4,51,26,Eggplant
2465,6.2,53,25,Eggplant
2466,6,59,29,Eggplant
2467,5.8,51,29,Eggplant
2468,5.7,59,22,Eggplant
2469,6,50,23,Eggplant
2470,6.3,51,23,Eggplant
2471,5.8,52,21,Eggplant
2472,6.4,52,27,Eggplant
2473,6.2,59,27,Eggplant
2474,6.3,57,25,Eggplant
2475,6.1,57,27,Eggplant
2476,5.7,54,29,Eggplant
2477,5.9,51,29,Eggplant
2478,5.5,54,25,Eggplant
2479,6.3,55,28,Eggplant
2480,6.4,56,24,Eggplant
2481,6.4,60,23,Eggplant
2482,5.8,59,22,Eggplant
2483,5.7,58,26,Eggplant
2484,5.9,56,21,Eggplant
2485,5.6,55,24,Eggplant
2486,5.5,57,24,Eggplant
2487,6,59,25,Eggplant
2488,6.4,59,27,Eggplant
2489,6.4,60,25,Eggplant
2490,6.4,55,21,Eggplant
2491,5.6,56,22,Eggplant
2492,6.5,54,28,Eggplant
2493,5.8,52,24,Eggplant
2494,6.5,52,29,Eggplant
2495,6.1,58,21,Eggplant
2496,5.9,53,29,Eggplant
2497,6,51,25,Eggplant
2498,6.5,51,23,Eggplant
2499,6.3,54,22,Eggplant
2500,6.4,57,26,Eggplant
2501,7.2,67,10,Garlic
2502,5.8,65,3,Garlic
2503,6.1,61,8,Garlic
2504,6.9,63,6,Garlic
2505,6.6,60,1,Garlic
2506,6.5,63,4,Garlic
2507,6.3,61,8,Garlic
2508,5.7,61,8,Garlic
2509,6.3,62,2,Garlic
2510,5.8,68,2,Garlic
2511,6.8,60,10,Garlic
2512,6.2,69,4,Garlic
2513,7.3,61,5,Garlic
2514,6.2,62,2,Garlic
2515,6.5,64,4,Garlic
2516,6.3,65,3,Garlic
2517,7.3,64,4,Garlic
2518,6.6,64,4,Garlic
2519,7.5,62,9,Garlic
2520,6.9,61,5,Garlic
2521,7.2,61,9,Garlic
2522,7.3,62,5,Garlic
2523,7.4,64,4,Garlic
2524,6.9,61,2,Garlic
2525,6.4,62,2,Garlic
2526,6.5,60,5,Garlic
2527,7,61,5,Garlic
2528,6.6,64,5,Garlic
2529,7.4,62,5,Garlic
2530,6.6,64,9,Garlic
2531,6,69,3,Garlic
2532,6.9,63,3,Garlic
2533,5.9,64,9,Garlic
2534,6.6,69,8,Garlic
2535,5.9,60,9,Garlic
2536,5.6,61,2,Garlic
2537,6,66,0,Garlic
2538,7,62,5,Garlic
2539,7.2,61,1,Garlic
2540,6.4,62,9,Garlic
2541,6.1,68,5,Garlic
2542,6.4,65,4,Garlic
2543,6.1,60,3,Garlic
2544,6.6,63,2,Garlic
2545,7.3,62,6,Garlic
2546,6.9,67,3,Garlic
2547,6.6,63,10,Garlic
2548,7.4,61,6,Garlic
2549,7.3,68,1,Garlic
2550,5.9,61,1,Garlic
2551,6,69,2,Garlic
2552,7.5,62,6,Garlic
2553,7.1,62,3,Garlic
2554,5.7,63,2,Garlic
2555,7.4,64,9,Garlic
